"","V1"
"1",17.5864904829946
"2",6.21861793527395
"3",8.12134100697952
"4",38.7507850415039
"5",22.1559961514443
"6",38.66573220132
"7",13.1454593481804
"8",10.6159764572539
"9",18.2037673134489
"10",18.4461147457749
"11",6.44542292493621
"12",12.4425098360386
"13",5.79455250285056
"14",6.79946991739404
"15",2.94166289473108
"16",6.38744097176018
"17",1.88982108644309
"18",6.50658289729462
"19",7.91953978729303
"20",5.39298694449544
"21",7.90510884465765
"22",8.90750455920587
"23",23.6616972168634
"24",27.4273479935899
"25",25.3229626279252
"26",31.3316548562569
"27",31.5008065665589
"28",24.571381040656
"29",16.9218583426282
"30",13.6513725790161
"31",7.37644367607558
"32",57.2747963156617
"33",27.4850419980548
"34",38.5615073662738
"35",66.4936417182553
"36",49.7046827692493
"37",31.0861725857197
"38",58.4051023927687
"39",42.4123120587437
"40",65.8752908310267
"41",38.0192218545679
"42",33.1613852787753
"43",40.7894834702972
"44",34.077892845452
"45",34.2034778854181
"46",19.7005100945333
"47",19.0827499113821
"48",31.675577546731
"49",12.910400217799
"50",62.816715335145
"51",32.9857225755026
"52",49.3702996264908
"53",41.7470117555032
"54",31.3657395979496
"55",49.254906358705
"56",16.227441343881
"57",38.4097296539366
"58",43.2581552430897
"59",26.9708564025028
"60",17.0412403755927
"61",27.9947194495727
"62",22.1868743153845
"63",18.0668820515566
"64",48.2180804485333
"65",4.73008940901116
"66",26.4019262479317
"67",47.1490689913501
"68",28.5372746064409
"69",4.34508011071069
"70",22.6476259647916
"71",61.987114134237
"72",40.6520200427442
"73",57.036733110648
"74",42.4178584073358
"75",64.0379952214072
"76",49.9332424450296
"77",50.3818424885634
"78",35.0632502210336
"79",32.3584505203331
"80",26.8316176569692
"81",14.341274443295
"82",6.52866051096557
"83",4.04219438102286
"84",12.1152154577079
"85",5.68469710042492
"86",6.22852769329678
"87",13.1523782345505
"88",13.6601273064184
"89",6.32602397860398
"90",30.8372474796158
"91",31.4280436530456
"92",27.9877288763749
"93",4.95560672920412
"94",34.0574215404866
"95",7.89937398518595
"96",6.93955541603883
"97",10.6932665507803
"98",3.68681217097682
"99",4.75300531045271
"100",37.4288202685143
"101",5.78579544214366
"102",22.1740206176924
"103",5.99641741941139
"104",19.766564601172
"105",28.3333194738699
"106",30.0611839637758
"107",31.2123837709408
"108",17.6084333340826
"109",54.4914614535435
"110",43.5660427448233
"111",63.7364706876506
"112",49.6921726698823
"113",4.84919723145223
"114",7.76264413781623
"115",4.23956414170067
"116",11.7121667920712
"117",8.91657902987842
"118",12.3662145170987
"119",11.8535833296055
"120",26.9408277989959
"121",64
"122",20.1722388720965
"123",60.7104030940039
"124",30.8695878955965
"125",17.8164798446344
"126",19.7135091185612
"127",10.9101638762795
"128",8.00395759359259
"129",16.1080304493134
"130",11.8536797145231
"131",18.0885692133463
"132",14.563635824667
"133",50.8442539031213
"134",100.754460241039
"135",28.9540405587725
"136",8.52006286331022
"137",20.4662106808067
"138",15.7268297446438
"139",97.3563892775816
"140",98.9291186955568
"141",146.360753013089
"142",127.077062259351
"143",93.9087877446339
"144",55.7242685050384
"145",24.7118007622502
"146",74.6589658538449
"147",126.397453360181
"148",116.079616980464
"149",85.2904771923175
"150",38.6344613720614
"151",73.3871401756337
"152",28.118197584263
"153",120.896069726141
"154",95.8684519029014
"155",91.3539274962888
"156",180.1849329636
"157",155.668729082181
"158",150.212637097884
"159",193.18274167011
"160",5.59454577614973
"161",5.09072502892854
"162",10.3202868814032
"163",2.36981776209466
"164",9.69262514788238
"165",24.0873890170221
"166",20.5217590771143
"167",3.39139685230644
"168",4.9584089823316
"169",18.2013437457641
"170",15.1326198354681
"171",5.12297960941457
"172",5.26432302006411
"173",6.99907967661333
"174",12.1645971850497
"175",5.33389891132167
"176",9.27988183008942
"177",2.91331737414859
"178",11.2124309211721
"179",6.21343151527144
"180",4.93021160894978
"181",20.3357568351509
"182",18.7360810980566
"183",8.84469208138747
"184",6.79273723194895
"185",4.28494810710896
"186",4.48674979144486
"187",4.26711994149957
"188",7.13889802120959
"189",3.48558784036066
"190",16.6841071437859
"191",11.0879520069867
"192",22.3946230819657
"193",12.1422714645974
"194",9.18689278758811
"195",18.3482538188546
"196",20.3481418689971
"197",16.4964459828772
"198",12.8416108508966
"199",9.47764725563227
"200",21.2903694381062
"201",14.5473131218412
"202",9.72270032685018
"203",65
"204",13.5082892174536
"205",5.59673630354257
"206",11.0148159765549
"207",15.3577278571286
"208",17.2282192904629
"209",24.6884779149911
"210",18.3145061094742
"211",17.5455503754659
"212",4.93754069371019
"213",5.57829373925179
"214",4.39774675035142
"215",4.16685615074776
"216",11.9500520545459
"217",10.5894655394772
"218",6.77584092941397
"219",25.7052856257259
"220",11.4428764963405
"221",24.539099200664
"222",38.3062293581699
"223",25.6187524572195
"224",18.6989048929696
"225",16.5890169107571
"226",14.2204468636359
"227",9.63805997978694
"228",17.4286326584684
"229",22.7586470499347
"230",12.1734409973409
"231",12.6152540561216
"232",18.4169194628565
"233",17.7152073278785
"234",24.9794347297667
"235",9.93825604205989
"236",6.81937340437077
"237",13.6580298729863
"238",13.3779170762177
"239",30.1832337269504
"240",13.4542897222179
"241",13.522241196612
"242",7.94654980488193
"243",15.101903967856
"244",26.9986666434477
"245",17.9149186301736
"246",13.7687424054592
"247",13.0149717378325
"248",7.86942065586119
"249",22.5480730810303
"250",17.2856169274468
"251",11.621690561311
"252",5.4071743251419
"253",6.50131753836772
"254",11.6014686225778
"255",20.4418605854002
"256",9.02099078204589
"257",5.36904696050751
