"","V1","V2","V3","V4","V5","V6","V7"
"1",5.76090928736132,5.30753004912328,7.66711861185688,9.8165120196838,7.39384561177168,4.49128377578501,9.99356119802054
"2",15.1988221843824,30.5387357714898,26.8544847150178,29.9292063263065,17.9651123549929,18.3738796872765,18.7054314523753
"3",22.6424742891011,22.6804173099755,22.7589628213031,22.693893603097,22.6560395283486,18.5724587904831,22.6619617776772
"4",4.14402974853443,4.25991913742655,4.19601046169183,3.67882561180312,3.88899534125104,4.92980205790324,3.95134095913326
"5",4.3918042083173,6.51089208022257,3.71208564804102,3.50091739473481,4.63239270982293,6.94061506738899,5.04042235389009
"6",7.87653729996691,8.14741540821871,7.47157627294783,6.27743440865655,5.38694166752257,7.21132967839504,7.56739305763476
"7",4.21075832028824,4.07101739518992,15,14.8452032645199,16.3317996312473,15.6371962588444,0.938670299050634
"8",16.7793842429258,17.0319512076618,16.6379554878343,16.9362131483483,15.4813341286797,18.3550870877276,17.1464703718837
"9",14.3709205141129,9.98492068157643,14.7334009592225,13.5168941707457,12.0123195616382,12.8604436534092,10.5284827383499
"10",17.1136711003417,21.9770853605502,22.2291736202486,19.6075938932128,18.273757881952,16.1326403924092,18.8329113914739
"11",12.5340873174232,17.457537442612,16.468947037004,15.7932956991112,15.5023546866718,12.0633291317324,13.6165492020471
"12",17.3194727751826,22.1969499752507,21.6870506571938,19.7770154530961,17.4686413337235,14.8757050023138,13.8324193875412
"13",6.28886845568287,8.58517501111517,7.10887673678738,6.88284724930086,6.47023457447312,6.27176347675467,7.85070197141989
"14",2.77325087045556,2.82793960207325,6.68326755212795,7.82708559507013,3.26631286815946,3.76626297095796,6.61896642495935
"15",19.9793448998909,18.7558435516629,19.1822629716936,18.5742390884808,17.6693240293777,15.3389502168082,18.3172029660395
"16",12.8789957591476,13.3087086563383,13.2173031743041,14.5370134026602,13.4823179664999,16.811981659805,15.815155793871
"17",14.7306442806078,12.5166903012312,11.0988182486757,12.1484026830212,11.284133176635,11.5543899628373,11.075687843161
"18",10.8565602454727,11.0662932537867,12.5227276011888,11.8319155241974,13.6822495038014,10.1044583978369,12.165560581772
"19",12.4584962138819,12.6291053088977,12.9064747387088,12.880331697693,12.8792345962947,16.2595325908019,12.6235974194538
"20",4.73083125078436,4.81475318941027,4.958145984424,5.23080565302425,3.30979527004729,2.46652580462905,2.83333325164292
"21",11.190350818079,10.1021511433674,8.10180168292945,5.54041297923231,6.65054343614404,5.62765383545016,6.49511798610039
"22",0,4.3656692054499,4.5285313581691,4.5348399071561,4.24041867627988,3.99924772822332,4.56003933605464
"23",5.64062393336568,5.40145620682186,4.45159441016983,4.83597676136751,5.17576320184726,8.01567081657014,4.51475954665886
"24",20.0044962123104,31.1097867752544,30.9004996358527,29.6704114942607,31.6366754032645,44.7329101452002,40.6883281979036
"25",6.15029369935439,6.11851257069155,6.63997745471435,6.09975553748658,5.82669186790587,6.72402659578209,13.1741109261942
"26",6.37821842412355,20.086040943381,19.2577600922527,20.0983138417202,19.8901346544909,15.1519857434099,19.1476878201266
"27",8.74781489372214,8.97440977663507,5.80848856087074,6.24609782423552,6.84833748426802,6.85895042973866,6.07847931965722
"28",8.46013887547742,6.87638356696767,5.63071168292333,5.57039780042043,6.65973998736805,8.22360952787861,8.58041650253351
"29",30.1986842250282,31.0742037160531,29.9612995316735,29.7035715964769,29.5635187704208,29.3985787806999,30.2266929318999
"30",36.2020544655624,36.752230719275,39.681018151771,36.1410150739169,36.9822744116828,39.085580435521,35.2833702487157
"31",66.6490604015589,67.7657696674965,72.124783148552,66.0495729902105,63.3179150668324,39.2691777592237,95.4919414020457
"32",55.870250119906,58.4991409850611,61.9519610747222,57.1533520153294,53.3533537636826,54.3698095830498,61.6545745639294
"33",38.4262224572509,38.02520830676,39.3617538286738,38.0781399792572,36.3315275709058,33.152989283995,36.6519234488492
"34",72.5062946870788,72.7768664446581,73.9671807170071,79.1885057714394,60.415836508253,56.1692273508016,76.4040390690636
"35",54.3835082684878,55.8588178109105,54.6086829498432,55.4263527973785,57.9794636454367,56.9864879012715,58.4404310926236
"36",47.8926614798031,51.3667193778599,53.6460455081758,50.1411409476762,45.6087555869215,59.5581367792301,59.1620332033315
"37",16.0079156695889,14.9683131625315,16.2498804094325,16.3650083282412,15.11050471914,17.1171538867944,14.8799637639661
"38",31.3840394528443,32.4603189105447,33.1627154524249,36.6648068947944,31.8567265486917,28.348499370608,34.3537442834822
"39",41.1545878488855,36.4425935400645,41.2790219096182,38.4048167274405,41.3158167058259,38.5847522072213,42.22915553781
"40",41.3208268024521,41.2440341660656,41.4908907970702,41.4617555243461,41.4017345840092,34.200932714721,41.7025123519371
"41",32.6572428209965,33.4033346705854,36.1618615038187,33.6171225844465,34.9026911016384,33.009904347162,38.7736002074491
"42",21.0890698458895,19.1189054211437,24.8800558031982,25.257145897624,25.5255576784177,25.1672556086014,23.8349739183225
"43",29.6743530444773,18.7904983642605,16.5567143573534,19.0875227039266,15.8994331627312,22.1385654447719,20.3459054793062
"44",29.7983903658246,34.164237632891,33.3389862540688,28.2812087214265,30.1514822336123,32.3054910014161,33.2208684539848
"45",17.4915932308736,12.7869246368999,13.5473096996617,12.2196117664799,13.8680427675359,13.5436811956309,23.5989503729733
"46",19.6110980132545,18.5949709924471,18.0051138280657,17.7518196354884,18.3694424272813,20.7471059273527,18.1574871230925
"47",67.8014156176897,60.0518749211223,60.0861050491823,59.3291978019871,58.0789503860237,67.9668614063884,70.0389280366466
"48",34.8105059969655,25.1397170113363,29.8562677528292,30.0460542096911,28.815153798547,39.780280316621,34.8796683298797
"49",56.0295434754759,53.328554337169,45.1900893239292,48.6152727424285,49.8175598367542,63.1526324594504,52.6806369684222
"50",36.0042083833288,29.907534355759,34.5729454236553,38.1937207257662,36.6533788528337,44.3366331340659,35.0343711876129
"51",35.1398936185576,28.3095013318487,32.8028059354938,32.7260762584022,31.5025415152721,34.7660903188897,33.6145111595386
"52",59.4013520329254,54.7992923783529,58.3115804756754,62.1349456694731,61.813919552195,75.1911565532714,59.1253963532034
"53",28.7381268874176,20.9418213579682,24.0852006117394,21.6006686333624,22.096728903432,24.5749723403673,23.2356268472119
"54",28.8480146833176,24.7721950793004,25.8641887186627,27.625265670509,27.6957515122803,39.7785333908471,29.8814602753117
"55",36.4086779452202,26.4740472733893,31.7730432585282,33.7895196519716,32.1957124462828,39.1326208988432,37.8080641182077
"56",19.0234933905177,24.045897910125,20.2421404284228,21.3626809141837,21.2221386364118,26.8417029284127,18.1435612191077
"57",50.5394434709446,41.0418232276191,42.8054657894355,45.9293625602925,44.2530459036821,53.8278515870672,49.6593677692182
"58",23.9321390148343,23.6151786357543,21.0486265095106,22.2747494092724,22.0011603873053,24.3208180143906,23.9747852524575
"59",26.4988034033374,30.0921334327064,27.7921837696363,31.0109446222894,29.9579241209867,33.8945184613529,23.593358862927
"60",22.5513396921015,26.5509659004633,23.2019962194713,25.7717186206426,22.2497984715574,29.7127850937853,21.2574048887248
"61",19.440417978488,16.3985991126796,17.744468063495,16.5302625157121,16.3826402357945,23.5896017407207,15.8833523409141
"62",60.9648975261579,50.8058403790402,53.4143751851323,49.6350560449477,49.0569443524468,61.8598252967175,55.7195808690438
"63",26.2272318003364,22.9916458556682,25.5897552834878,27.5161811570929,25.7256510633669,36.1904133458432,23.3162030950444
"64",28.1562485702676,24.2795110144446,23.5733485053294,24.1092770191037,22.6985376268994,28.0864776995828,28.0401622176884
"65",23.7763809983044,23.6835786820507,17.6962041863153,18.3264330785583,18.3481937063653,22.9950010097977,23.3088450980665
"66",20.0432994157041,17.7927479316537,19.1928798225868,19.5748295547363,19.7974488495548,22.0214052786429,18.9405151765453
"67",12.7601042870685,12.6337172343701,9.38081873955758,7.40465871076842,8.55528557490434,8.97530291574419,8.02745553942645
"68",35.8074347246294,36.9704682559037,36.7553239713543,39.6392437763825,39.81860825382,53.0801613949092,31.5291144938412
"69",32.7293697003801,26.9770716487284,30.8066565121248,30.5259968230576,32.3196097444188,41.817822291377,32.8255022212667
"70",4.56344057285525,4.90676972793978,4.40066032782505,4.35476376029921,4.79301412400861,4.24779731719556,4.79181420722256
"71",17.7280887645509,27.7406625203943,26.7512635792924,27.8207072300987,26.9581704753252,37.9849117961362,23.17932326056
"72",55.0796454019092,55.8578818692665,49.4286204235414,54.1990421965542,49.1739462237152,53.9689733550211,53.7337933629254
"73",33.4249632940616,27.6623856947914,28.5539235937072,27.5576188440092,25.3805093114243,34.2028198233107,31.0692996907819
