"","V1"
"1",14.7547135350942
"2",17.8912252378803
"3",6.08195034612096
"4",5.22709517613958
"5",4.97003212810058
"6",23.9225319495971
"7",12.4800927303746
"8",23.1479324866966
"9",15.0525475168993
"10",12.1602866248029
"11",13.3351314049296
"12",8.73802900813596
"13",7.63081386352978
"14",5.89944469560362
"15",11.9220275144403
"16",17.2356237605281
"17",8.49137228578073
"18",13.0521614242921
"19",15.5799390631967
"20",6.51123622858917
"21",5.08082614669291
"22",6.5103749994944
"23",16.5283948192206
"24",7.83496850036171
"25",5.6615340338747
"26",29.5034879944635
"27",36.0912119096286
"28",59.6704777961722
"29",55.2174482441191
"30",34.5174390055484
"31",67.4253780504238
"32",46.9663361705077
"33",45.2597216794537
"34",4.94606250022928
"35",34.7966551748037
"36",32.6871496424751
"37",31.4256366364976
"38",9.89097548050264
"39",10.3992930340164
"40",15.2353240236099
"41",9.00056143036341
"42",36.103255129248
"43",14.1609415097314
"44",27.9749588069412
"45",14.1600847632206
"46",13.5940511015288
"47",24.716789837371
"48",10.2300202935017
"49",10.1129944954595
"50",15.6965679725131
"51",27.2943061106876
"52",13.12754323116
"53",13.5367322837083
"54",13.906181275476
"55",7.56947510607383
"56",29.2471259030073
"57",10.1458533306511
"58",12.8604619028341
"59",6.74838543456003
"60",18.1457700949847
"61",10.5912072400085
"62",5.74655033161184
"63",9.70388335120376
"64",39.6239276531491
"65",13.460226892588
"66",29.8343469765001
"67",18.4361628795755
"68",31.5296535411164
"69",23.6751905263712
"70",19.2386908767175
"71",18.5878853183616
"72",13.4133367203258
"73",10.2285476048799
"74",12.3099504771539
"75",19.8126803058924
"76",8.34313430988673
"77",13.8576382683468
"78",4.99243732502013
"79",12.8112116623559
"80",17.4705203382437
"81",5.19608557146799
"82",8.12798894114932
"83",31.3995608940404
"84",38.8759870093001
"85",27.4711416811936
"86",11.9049225458273
"87",5.1420038046639
"88",21.1593267086489
"89",15.0649445476541
"90",4.90174913432102
"91",5.54953887513693
"92",4.07796553809214
"93",5.06961343421847
"94",5.88830135921218
"95",4.09150107387277
"96",190.595588969048
"97",16.7702222550285
"98",10.9985837833393
"99",3.6366672510518
"100",8.98376220771469
"101",5.49500890897219
"102",28.7854576743072
"103",70.574240560874
"104",89.9289789355269
"105",66.5955044709776
"106",63.1519483273665
"107",10.9260900130264
"108",5.26439508031437
"109",6.24310491767221
"110",11.778195693789
"111",18.1106419298492
"112",20.3094293207104
"113",8.69812133348314
"114",5.43403387837673
"115",7.86999977569201
"116",7.55444661641947
"117",25.0915915325984
"118",21.4103486558144
"119",15.5554133898876
"120",16.4586012437192
"121",7.77702092534098
"122",6.84145980778936
"123",6.02959756462697
"124",18.5358018520342
"125",20.9684836473764
"126",15.0888927348621
"127",10.3412008222205
"128",8.41715133402571
"129",5.06275468620768
"130",6.11098697517261
"131",4.56429612233174
"132",10.423743885464
"133",4.94561889430179
"134",12.9370573632411
"135",12.8011416790147
"136",8.9617664538695
"137",15.5987026197092
"138",15.0711700963277
"139",9.53332691091299
"140",4.64309892864545
"141",4.06076993756776
"142",13.2773471472303
"143",14.0998594137385
"144",10.7404505638869
"145",11.5448741205683
"146",17.178063240825
"147",2.62332032677164
"148",5.21636401732534
"149",4.12371678403449
"150",11.3600384535331
"151",4.05113951469232
"152",5.60778988597622
"153",5.48646209431416
"154",5.95402116346263
"155",3.67646776216413
"156",6.74999641811229
"157",30.2407390327817
"158",11.1639583449133
"159",39.4540645553763
"160",16.8132090396022
"161",14.8334351369753
"162",5.37840323544641
"163",9.68209568286087
"164",6.34946239953268
"165",6.62771610619532
"166",10.1052187554947
"167",21.4280089872768
"168",7.32073365822035
"169",11.9805508384537
"170",7.57839340923031
"171",3.24614742867033
"172",9.55333068966836
"173",3.16886041173055
"174",4.8696574846643
"175",6.63886379331822
"176",6.12053428937582
"177",2.15665284289308
"178",4.15077293748648
"179",3.57615060141821
"180",6.65849059175763
"181",10.352409512952
"182",6.48767160192279
"183",11.2506874264933
"184",11.1324053502908
"185",11.8451034035404
"186",31.2625737980471
"187",23.3651961977908
"188",36.6459745795008
"189",14.6114973148064
"190",6.15314447169858
"191",14.7255918853444
"192",14.7465395871754
"193",6.9564036053904
"194",6.43002468828792
"195",11.0912312345807
"196",6.72310592618893
"197",8.83179558574453
"198",7.66884185564664
"199",13.5413582711258
"200",18.6918419291761
"201",7.76125720872499
"202",25.4030904496684
"203",32.979812997379
"204",8.37551644598977
"205",10.3565203846962
"206",4.6546178198259
"207",4.38768861357099
"208",4.32443719815203
"209",6.92425950567961
"210",8.70889294448187
"211",9.8778474835078
"212",10.0843825755283
"213",14.1196829995686
"214",7.73657967096388
"215",14.4783821063854
"216",5.8700542363512
"217",3.15655313241361
"218",12.0320992644209
"219",4.36239612926685
"220",3.74785406835765
"221",11.9811838896779
"222",15.3034201880682
"223",19.609605810481
"224",27.7933942459637
"225",17.5277415894138
"226",13.6860981692695
"227",4.57127104999446
"228",6.98719068032789
"229",9.6521045823625
"230",5.40033939334214
"231",5.6454023513358
"232",5.02022536712175
"233",3.77314312227426
"234",12.2169987743293
"235",3.04681296443357
"236",5.99663330910014
"237",12.5784099105444
"238",6.27686741608338
"239",8.59727383629792
"240",6.41692511247062
"241",4.36127466840501
"242",4.86731545275488
"243",12.1442657223403
"244",6.82834441290284
"245",6.41836521237174
"246",5.3817296537865
"247",3.66348130682011
"248",20.9762626131837
"249",13.674670421566
"250",13.5986692715322
"251",20.4395761480138
"252",22.6826692035821
"253",22.9866063808153
"254",10.7114678759552
"255",9.66817949266361
"256",15.1217431243086
"257",8.17094087669829
"258",15.0441496406037
"259",3.28374768088791
"260",4.76165230676111
"261",3.63393593775589
"262",5.37919494139277
"263",4.84297224751852
"264",10.9210180937267
"265",9.10268518544616
"266",3.78462182291286
"267",31.5800721243359
