"","c.4.86092428908395..14.0434044667539..22.2232666078413..4.58510506385472.."
"1",4.86092428908395
"2",14.0434044667539
"3",22.2232666078413
"4",4.58510506385472
"5",5.34482852201424
"6",6.87863039647034
"7",4.05077891860386
"8",17.1196839440434
"9",6.64534670949296
"10",15.1967981044961
"11",14.3160827724097
"12",11.0214590136204
"13",14.0255918623536
"14",16.2509257566849
"15",9.40104850131748
"16",6.8019442926311
"17",5.04923127445507
"18",10.2524403210236
"19",12.8245733920577
"20",16.4175982029762
"21",10.7967203719711
"22",3.89961803315722
"23",13.179794786376
"24",7.41620036611854
"25",6.61865350743612
"26",3.61944975255512
"27",18.8325343028631
"28",5.57334562006965
"29",11.7999614069952
"30",8.56523262097153
"31",8.54479226475396
"32",30.7211131398798
"33",30.5772084147183
"34",62.5565708528978
"35",50.2532918554703
"36",32.7054045320699
"37",67.3872427415609
"38",48.3563573989889
"39",42.949808987118
"40",16.8210922252399
"41",6.99256989952838
"42",35.1036559269021
"43",38.3245410329848
"44",25.9038430164883
"45",36.4156881638099
"46",18.1885057074592
"47",18.7691503882464
"48",26.4708846933405
"49",13.5516072926706
"50",20.9743566315715
"51",60.4990845425418
"52",23.8194371748843
"53",48.7800207311028
"54",24.6504036569959
"55",25.4060377733793
"56",48.8623477364274
"57",19.4400117509266
"58",21.4439566704146
"59",28.2413015210436
"60",16.6498633099128
"61",35.8307660167259
"62",23.1837793839491
"63",18.6946514364393
"64",21.3327555946894
"65",18.6342316910124
"66",48.4976698306314
"67",7.90712360464274
"68",21.0087300517745
"69",13.0127143514379
"70",16.3057949273552
"71",29.9554726600881
"72",22.656352477133
"73",4.26120937108705
"74",19.6156744609379
"75",51.1500833862644
"76",25.5122466522353
"77",68.6670472063254
"78",35.3891561553038
"79",57.6311066908574
"80",42.7963748463502
"81",35.6282226276
"82",48.994375420735
"83",31.2598688910969
"84",26.5038761720809
"85",28.5228159566429
"86",26.5045921123449
"87",3.54517999277792
"88",17.9087607691649
"89",21.8456384153526
"90",18.5480836473529
"91",11.8585658520049
"92",11.3089140927208
"93",24.2379543783059
"94",7.50672638086737
"95",10.6463140887961
"96",8.91103135756886
"97",3.21794926890391
"98",4.55822621285192
"99",9.51001602799927
"100",18.2933676696392
"101",4.22918258634594
"102",26.4106602427244
"103",26.9793309928022
"104",25.0831499542197
"105",9.29580006851082
"106",5.08844636668607
"107",31.2227479451026
"108",6.5192422409657
"109",10.1241473013164
"110",4.30061957803078
"111",5.57616313371946
"112",3.46785241890482
"113",5.86526073920334
"114",4.34035632810885
"115",15.8653473526657
"116",19.3533518757831
"117",3.39051499129879
"118",16.5792631655788
"119",4.30934408738526
"120",4.52422762172163
"121",16.6851533386068
"122",36.1489190885282
"123",27.8992672904119
"124",28.986532363741
"125",30.294074952737
"126",23.0475265056621
"127",7.72680889462428
"128",5.82403475475059
"129",11.6870352810651
"130",9.2135186977366
"131",18.7714861005376
"132",20.2659394762515
"133",7.93367826519919
"134",9.25550401226689
"135",16.1035388441111
"136",15.6423289343233
"137",16.1312764648352
"138",13.1530947311767
"139",5.69352005020427
"140",7.60179121049793
"141",6.00533172190457
"142",21.9378704842402
"143",23.5395215955449
"144",16.1660500010554
"145",8.22555222444081
"146",9.26020584510057
"147",5.11607446160271
"148",6.44739019261739
"149",4.7391134878571
"150",10.7319402106292
"151",4.58458337533061
"152",5.09901593611314
"153",9.02202521951336
"154",16.7952342517585
"155",8.27134018053804
"156",7.65618463554119
"157",13.225454139578
"158",12.6770863324722
"159",5.89974391748598
"160",1.9397802506355
"161",2.22118903992398
"162",11.2832553307462
"163",6.05429956197417
"164",4.80686868987539
"165",5.93613080747598
"166",31.2860744853592
"167",5.60478378517522
"168",11.8084501741412
"169",22.771972109444
"170",15.5091387313123
"171",13.2665834912277
"172",4.28389886870407
"173",9.25995080806454
"174",7.54891014540279
"175",5.17572444075313
"176",10.0295992413917
"177",25.4801677310058
"178",8.68292976859561
"179",8.97108309279507
"180",5.63940972824884
"181",9.65828393862312
"182",2.48439387832211
"183",2.74309637660816
"184",4.44777819231505
"185",3.79726754397022
"186",4.08907137968724
"187",6.35774738521887
"188",7.5004058778401
"189",5.60422163340574
"190",7.29772340244804
"191",7.85762506898509
"192",16.4488871244974
"193",5.75283420486792
"194",12.9698257008034
"195",16.0816373896826
"196",8.70013914918531
"197",9.63268444615164
"198",11.7217167189914
"199",5.23426336821663
"200",4.74742366101994
"201",6.45846179496638
"202",9.86935244338419
"203",13.3900845518028
"204",9.33855536510421
"205",10.742704700361
"206",11.6156076516071
"207",7.14434700252719
"208",8.5222697308638
"209",9.44072679582957
"210",5.87710658201693
"211",11.8953885852916
"212",14.7271114653709
"213",17.620357884029
"214",4.46215731052699
"215",28.1438555795373
"216",33.9020376138922
"217",7.63452934118502
"218",10.4273889918987
"219",4.11300833888746
"220",4.41906397620066
"221",7.84925263479399
"222",8.9602359044811
"223",12.4085208226772
"224",5.30988076622939
"225",15.1298667419456
"226",3.68153829975681
"227",5.82702404314659
"228",6.19608391819338
"229",5.23080476029783
"230",6.43539903944914
"231",4.43704136295623
"232",2.80354352380483
"233",11.8293365002323
"234",7.92352522388727
"235",8.06398382610259
"236",11.8259192283126
"237",6.25583303491217
"238",4.80761375645553
"239",2.75562013011946
"240",4.14410667833489
"241",4.4825544459369
"242",6.48838310202941
"243",5.51704911538425
"244",2.99670845440783
"245",37.6482789775578
"246",10.1438715981967
"247",11.7698847369907
"248",4.87155866233472
"249",6.18063535717107
"250",14.8637855632826
"251",8.25436936063216
"252",14.6488751777222
"253",5.11163096891914
"254",6.18373280763315
"255",4.20394160901182
"256",7.15960631193798
"257",14.373002723525
"258",50.0113663467031
"259",4.65984966716169
"260",13.2613225827397
"261",6.28491553961244
"262",33.9509890733466
"263",7.78781257805132
"264",2.94845869049188
"265",5.85818923725392
"266",6.30110709234586
"267",8.53779017873074
"268",2.1444638932454
"269",3.39852977848785
"270",2.94530198154892
"271",3.16058074655322
"272",17.1193492096609
"273",13.4204757834668
"274",24.2712516019524
"275",9.92087875575493
"276",242.364245241739
"277",15.4176322302055
"278",14.687050182991
"279",8.16514315828583
"280",30.313440878448
"281",16.1535123921382
"282",12.775915077927
"283",6.71257655589024
"284",15.9990752603976
"285",18.9120373386861
"286",5.5314869636824
"287",17.4108973182279
"288",12.5032894182921
"289",17.6214346047549
"290",22.8373942048373
"291",18.2812866459877
"292",19.1668636397725
"293",11.7824686413607
"294",15.7886100799886
"295",33.9770173084882
"296",9.49702226629578
"297",15.2995148793769
"298",16.7338639854716
"299",24.2925996415029
"300",11.5344613250499
"301",29.495984439488
"302",9.861153901767
"303",5.27912158518167
"304",4.06438025332672
"305",10.9595773437675
"306",17.8413350059645
"307",12.8027130678723
"308",19.7425537800655
"309",22.2147541211823
"310",17.5191608100071
"311",12.549964867905
"312",24.7578742310506
"313",14.6958564374867
"314",14.8018444502432
"315",15.0056694750467
"316",9.4528390178259
"317",16.0559410650945
"318",11.2892527968318
"319",7.74463682527485
"320",4.58971565833826
"321",12.852218464918
"322",6.59413395216711
"323",7.99161576631732
"324",5.20572268787047
"325",4.59465010190996
"326",17.6101935206245
"327",190.821738860878
"328",9.71509619846712
"329",19.6760378286495
"330",56.729232255613
"331",130.332054407297
"332",142.405971043675
"333",25.799415603903
"334",42.5556831804478
"335",9.62515698049696
"336",15.837560889591
"337",11.9765194938746
"338",13.8881150530196
"339",13.1212885565206
"340",7.64051253295811
"341",10.5217154474901
"342",7.69824569564078
"343",11.2975714295059
"344",11.3089404012701
"345",7.12914750213304
"346",9.51623227764226
"347",5.5641779940707
"348",8.15450900338398
"349",7.42546375283609
"350",26.5002574252557
"351",23.6292040310995
"352",8.81628157091398
"353",8.92529074917115
"354",24.8056975806786
"355",18.7198640533736
"356",18.7029652311369
"357",11.5322917656473
"358",23.2209182527829
"359",10.0219761158082
"360",41.816273476147
"361",17.7931099434579
"362",10.5219300326061
"363",7.07091325279475
"364",19.2422669803116
"365",7.6359958789638
"366",8.76615585671835
"367",16.2937656242052
"368",21.1022349517916
"369",19.0100222757333
"370",24.6621791487721
"371",28.3883140832135
"372",10.0956722118815
"373",5.70480944741903
"374",280.501985841059
"375",8.71376488956914
"376",5.10482339291129
"377",7.91248780843002
"378",13.0667325610555
"379",12.6699054607728
"380",17.7852140575881
"381",66.6409420728161
"382",18.6452583109601
"383",21.4275806368104
"384",12.8122656352912
"385",19.4392914418381
"386",21.1038836879936
"387",29.6108199513417
"388",13.3198680182754
"389",33.2453563465719
"390",19.1211129774071
"391",33.3573846158658
"392",4.59798094287773
"393",15.2931686656596
"394",7.77465667569785
"395",2.76085204127395
"396",11.7977491380196
"397",8.67236577478927
"398",6.79582192604023
"399",3.22866179885355
"400",7.66214667394064
"401",5.2466487134705
"402",10.8040657941916
"403",3.70980416239549
"404",14.2322045279098
"405",3.39532562037748
"406",7.28441307300899
"407",14.9557043060678
"408",7.0611696797068
"409",5.08296991996539
"410",9.81703877608588
"411",28.6101387391767
"412",10.160745006122
"413",30.7849005104013
"414",16.94494750334
"415",8.85225281915693
"416",24.4146377378346
"417",5.65970248795665
"418",10.3133999237532
"419",4.98727057418493
"420",2.70982159205988
"421",3.29212658846313
"422",24.9701780024007
"423",6.93766156830215
"424",7.91034449356636
"425",41.9702835413283
"426",10.4699908049549
"427",14.5575471735786
"428",35.5843498738853
"429",8.46647322505468
"430",17.600925685394
"431",6.77188259643784
"432",22.2715164023388
"433",5.42710035385988
"434",6.04645391900818
"435",6.32434256517037
"436",35.6195846751052
"437",6.54285240102732
"438",12.7863933547067
"439",10.5684932250157
"440",6.08748141519677
"441",7.6055560680507
"442",6.78551629788624
"443",5.63440161257475
"444",14.5115038505737
"445",21.0866961287001
"446",8.57182650830881
"447",85.5926663424531
"448",137.977986520625
"449",32.2040179339959
"450",5.59014747174565
"451",28.8185932654449
"452",44.2187622224828
"453",21.5732222083226
"454",20.5466620997248
"455",6.86426305839828
"456",7.54067576045727
"457",6.34821057109084
"458",5.86077002386521
"459",2.24315851953654
"460",16.8368245848512
"461",3.77295452932379
"462",3.62902461788168
"463",2.02053689573386
"464",10.6703714252925
"465",23.6094099165839
"466",13.2396107094951
"467",30.6569123512467
"468",7.03545688395582
"469",3.48848172079964
"470",9.72889546420775
"471",6.52985247330153
"472",22.7254274884374
"473",4.16353169285684
"474",8.72226400167865
"475",2.12998393507946
"476",6.63014067686754
"477",4.85299745513839
"478",4.71213883310249
"479",8.13312850081657
"480",9.80508515806989
"481",8.43752568383954
"482",9.28682167244405
"483",11.9572223092238
"484",9.26934553015533
"485",3.83862965594231
"486",13.8527855739777
"487",4.59478233971904
"488",5.32191469562405
"489",8.99329504895548
