"","c.17.4743791757289..5.90461759593478..5.49633312658595..26.7565503255728.."
"1",17.4743791757289
"2",5.90461759593478
"3",5.49633312658595
"4",26.7565503255728
"5",13.3924919331847
"6",27.0652960475679
"7",19.1460377303057
"8",14.0995649065743
"9",10.6060794795897
"10",12.3442089115348
"11",11.9533327920843
"12",7.60124188393706
"13",5.58556059198947
"14",11.301175266931
"15",11.8323235791386
"16",28.252520526103
"17",29.7667693679129
"18",32.0276343282168
"19",29.3940652605836
"20",33.7426907303858
"21",25.5741760984372
"22",17.3221233916085
"23",9.21787498538888
"24",6.02276859787181
"25",57.7249619742154
"26",28.7395597072926
"27",39.4064698515668
"28",72.3575041027909
"29",50.6830983143611
"30",29.3704281443067
"31",68.7022768804521
"32",46.9970767390001
"33",62.7623465651307
"34",43.3581610187542
"35",33.7249479511657
"36",31.9810270177592
"37",28.8516154338921
"38",15.3097847918085
"39",16.8444840110048
"40",32.1860197017381
"41",14.7558817273125
"42",48.763650549623
"43",27.1420041477694
"44",39.8200521818523
"45",30.9228682524515
"46",25.8158246235287
"47",40.8106025324682
"48",12.3312171457988
"49",24.8548188939292
"50",25.7980832701509
"51",29.5767780387465
"52",19.491837983467
"53",13.5440597733977
"54",19.7714284265601
"55",18.541274901529
"56",14.1570501049743
"57",39.4286550841937
"58",18.0916827517705
"59",16.2992726802384
"60",23.1234993773901
"61",20.9989145063643
"62",5.41922971308393
"63",19.3251089326077
"64",40.0799522357774
"65",23.9963813695504
"66",32.0193571468918
"67",27.3658435838854
"68",32.5438523255665
"69",34.6206502896918
"70",33.1802688075467
"71",28.445533027631
"72",28.7862534191987
"73",15.4182261013872
"74",5.99493636238163
"75",3.89740390251368
"76",10.583336727951
"77",4.90162103390411
"78",9.37323139217016
"79",11.7477436188186
"80",3.67920693839892
"81",20.7685648566626
"82",18.3140932414815
"83",25.9371007162263
"84",7.27677468880126
"85",26.8295688619013
"86",8.3120270245609
"87",6.23903622764108
"88",10.6032453981287
"89",3.28911990584945
"90",5.74338376525043
"91",7.99869424414469
"92",3.24663663583669
"93",14.1746217939712
"94",69.866000995884
"95",8.49054912658075
"96",5.15318935161105
"97",16.0600612141481
"98",5.24874778398554
"99",18.0945785561035
"100",42.3400083016897
"101",53.1951469210252
"102",16.2936248496349
"103",13.9597894237182
"104",42.999162039089
"105",41.687411305295
"106",42.8797784317239
"107",42.8817382369114
"108",6.19015994240663
"109",5.30780841538855
"110",5.14800777317118
"111",5.85588831887078
"112",13.0336766150749
"113",11.5400717414199
"114",8.30275237236285
"115",29.5594497226223
"116",15.8128232051106
"117",27.1945388755356
"118",19.3262581288005
"119",15.4816117424795
"120",18.9558472433714
"121",37.0653236593759
"122",15.5112561883591
"123",5.19347555273726
"124",11.3048480684223
"125",36.7112914618017
"126",13.7293155346782
"127",20.1604884320384
"128",26.9571313202307
"129",31.5175604183456
"130",22.2945190907807
"131",23.7202250586338
"132",19.4333705174802
"133",78.545026654088
"134",108.628931788863
"135",145.597549735073
"136",141.072429653915
"137",89.2606310729924
"138",43.1694054252162
"139",40.8007563079756
"140",62.1179056420735
"141",99.5801924507847
"142",127.339500649005
"143",84.6290591701154
"144",33.5897008860616
"145",69.6003339476282
"146",44.8026786747151
"147",16.6929822370852
"148",7.2172142407005
"149",8.27514683467295
"150",4.17588702059503
"151",6.54483015613476
"152",19.114940269219
"153",20.6814858656103
"154",10.8904668006775
"155",10.7362658028741
"156",4.3396507659802
"157",8.78485927118385
"158",7.12201147359199
"159",11.0853496565046
"160",6.31500519744628
"161",10.4241974853217
"162",9.17565310084823
"163",10.3431438605154
"164",8.77856409090446
"165",12.8346571296962
"166",4.75655270427966
"167",8.68490146328074
"168",6.91239082924128
"169",3.09834679315804
"170",2.9493251629721
"171",15.6668976786991
"172",12.1075562803172
"173",16.617079664689
"174",19.0474232883819
"175",12.7734776807069
"176",12.5910843297492
"177",4.70769405395216
"178",4.94657224386973
"179",4.70788810096757
"180",6.59116972255616
"181",11.1801012517001
"182",6.32566596111189
"183",15.5513106711435
"184",5.52321759768865
"185",51.144630168097
"186",15.4623595226525
"187",40.1212893238168
"188",17.0506577733563
"189",4.13328022040615
"190",12.724776828259
"191",4.48023024710244
"192",9.8716184761061
"193",7.19633153249828
"194",4.72813690184444
"195",6.0754575539002
"196",2.93188964699087
"197",26.5821609274923
"198",7.048070346497
"199",7.75309917704157
"200",5.63557070986378
"201",9.5199790759133
"202",2.5237020449895
"203",8.44716914427772
"204",4.18161675508822
"205",4.94777982555053
"206",3.34018704414613
"207",2.98734854728823
"208",12.3392520915231
"209",13.5035491746553
"210",16.4519276182989
"211",4.57065094138908
"212",7.85506743244277
"213",10.5383261865094
"214",9.30025001918315
"215",11.0415513842215
"216",6.66678922411054
"217",18.5558654126609
"218",17.1058746716448
"219",19.8096966017581
"220",5.78788881052158
"221",8.01581361917689
"222",7.9504340146764
"223",6.90358897602258
"224",6.45384937516003
"225",17.0094899855429
"226",4.59619479135676
"227",12.8580838898713
"228",6.10445450742869
"229",8.64410946535625
"230",13.0809841469015
"231",6.0688446507013
"232",4.86938254114612
"233",10.5820426103352
"234",23.334769330124
"235",24.7383266376174
"236",43.5815504157373
"237",6.73086970332011
"238",6.03202407910941
"239",13.172506898998
"240",5.32923204966559
"241",8.34700810556999
"242",5.55067201815457
"243",5.15562759975256
"244",3.67754816497538
"245",6.38338893801568
"246",12.4073753689098
"247",12.9326274137396
"248",6.86089532070593
"249",6.29141470654157
"250",2.88165295799566
"251",5.70963741396487
"252",5.37430930053436
"253",17.700704679457
"254",16.203785488679
"255",21.0863614828442
"256",27.6136098558291
"257",18.8800854883209
"258",15.923972960259
"259",7.33542145561254
"260",10.439529827106
"261",5.3296646938051
"262",6.99814615982878
"263",13.3721660003415
"264",7.13272991785933
"265",13.6769863765363
"266",7.21659453704602
"267",8.94218747004507
"268",3.45034582351096
"269",4.68754558735313
"270",5.05280070002355
"271",4.01589917692494
"272",5.77328145372854
"273",13.4909951021581
"274",8.51100430016531
"275",13.7032054390207
"276",10.848883034976
"277",12.613287805982
"278",5.35083930176763
"279",8.60472337697666
"280",3.65132853112179
"281",13.3386224169489
"282",6.83426613521491
"283",8.06664702849309
"284",25.9742491230112
"285",46.5704894108294
"286",98.9156809825911
"287",3.3227085701912
"288",44.7210458292053
"289",361.522129313028
"290",21.7786168110466
"291",6.67628603285636
"292",153.157877949179
"293",29.6608986286393
"294",210.247301378908
"295",443.844168450587
"296",4.9913102866928
"297",6.80853319277842
"298",5.81683188133908
"299",134.072718381414
"300",141.184077464135
"301",119.153439944161
"302",169.102132610426
"303",156.677266369408
"304",147.831230853592
"305",196.091687362664
"306",5.80987561978452
"307",6.22478645447537
"308",18.2578393117227
"309",5.73808243748616
"310",9.25879907601713
"311",15.2238503465732
"312",16.4189810768287
"313",4.44905955877421
"314",4.74746010301258
"315",17.8397768571964
"316",13.9422717594084
"317",6.37474785244663
"318",20.917072434201
"319",5.02779788584305
"320",7.61507706359046
"321",6.45563402570221
"322",5.42357098310077
"323",3.65445773797741
"324",4.92619171452115
"325",15.1401682968183
"326",13.8533553864146
"327",6.06834096829149
"328",2.58742011319981
"329",4.31910578420593
"330",3.20719192905718
"331",3.75461070909318
"332",3.70010763025099
"333",9.67061814967299
"334",11.7763975055989
"335",22.3067594525803
"336",11.9194049754816
"337",10.9339933302689
"338",5.71663273119136
"339",14.0437298539726
"340",20.8404130535954
"341",13.5019095506548
"342",14.7057517516446
"343",11.0027775908998
"344",20.9179470934937
"345",11.9679252156352
"346",8.4312809529409
"347",8.06325847356375
"348",6.84517817602906
"349",8.01243434370338
"350",11.4241100542565
"351",6.55069241288589
"352",23.6307967229445
"353",19.5614667883852
"354",16.602005400862
"355",5.13726551042049
"356",5.71107013811726
"357",4.53578286629725
"358",10.1058362249003
"359",17.0622428881976
"360",10.4754194617208
"361",22.0919569937293
"362",10.2447885288458
"363",19.1453046707078
"364",26.460432067564
"365",21.2016772718548
"366",18.0913589282059
"367",11.1370361437697
"368",14.4877584736994
"369",9.73351277452751
"370",15.3701120879398
"371",24.9242615509214
"372",7.45457990912915
"373",8.59230725057824
"374",14.6003744395912
"375",15.8163931360671
"376",28.7954976001019
"377",8.53706873639285
"378",5.95435564978207
"379",17.1032542505603
"380",7.29714942955898
"381",7.37574921895328
"382",9.58750972660053
"383",13.9488039982447
"384",5.38892923214199
"385",10.6685769181561
"386",12.0673194405581
"387",14.4803203144253
"388",5.91010862674546
"389",15.0133649784258
"390",15.7829610468401
"391",12.7958549093044
"392",12.9304453565988
"393",6.24574128448722
"394",10.0342039183382
"395",10.7325948625474
"396",5.92019491471307
"397",5.61536328982028
"398",9.32360393223571
"399",15.1847142026501
"400",182.504721848093
"401",12.6938468827169
"402",25.9624717796031
"403",63.928316590786
"404",117.87027945451
"405",111.322009708864
"406",33.2951055100864
"407",49.8038039490568
"408",16.9769770658309
"409",4.3368970560103
"410",137.838300555438
"411",177.970542832864
"412",172.991429235213
"413",211.431155291528
"414",185.457524784268
"415",5.64710265672386
"416",10.0657029954733
"417",4.51852317688582
"418",9.11755978513986
"419",6.74874837739188
"420",7.93906367059846
"421",5.32759622741929
"422",15.9636905622094
"423",14.7724539182115
"424",12.7654506333033
"425",43.0175905004131
"426",37.9449636978295
"427",44.1146898609282
"428",24.5843272078315
"429",33.7137760061299
"430",4.85973755325582
"431",18.019295730958
"432",5.38367905803586
"433",6.0282190318436
"434",10.7697119477968
"435",7.83687011757083
"436",12.8677892072405
"437",19.3700959655925
"438",4.50436666741681
"439",4.86757780863713
"440",7.263581899811
"441",13.1179021398878
"442",15.7085837462189
"443",21.2639902087405
"444",20.0781188109319
"445",14.1511722158205
"446",7.20426419499599
"447",230.564941569045
"448",6.95739485314133
"449",8.39952413336055
"450",22.9537348003317
"451",26.4013992033508
"452",26.400885781013
"453",3.98893546075545
"454",40.6412464351625
"455",42.6185901870708
"456",33.6506774535785
"457",26.1332271114717
"458",25.7370899153645
"459",26.2543087182205
"460",44.1603981769522
"461",22.186779440113
"462",16.0794890374888
"463",4.4739963693775
"464",46.1143534548339
"465",56.5290537448485
"466",55.4785975304858
"467",35.6343769328148
"468",28.4495639121383
"469",11.3045578648121
"470",3.15346513533381
"471",5.56839736234937
"472",14.769274691654
"473",12.4676493250584
"474",40.5932908889779
"475",37.9762501638581
"476",45.2352144097575
"477",18.5864713980849
"478",8.11868192182019
"479",14.8458817289505
"480",13.8587623537282
"481",8.60821186847527
"482",24.8018844594711
"483",15.2514138536978
"484",31.8512934529349
"485",8.32200863467911
"486",2.2900932274016
"487",17.764393904357
"488",10.7039810921047
"489",7.99844975069538
"490",12.6614302085857
"491",18.1469495890799
"492",25.1048287231268
"493",8.53214243226286
"494",11.5536481509622
"495",17.8768218577961
"496",14.3574992576471
"497",21.4408715256938
"498",10.1280840437493
"499",8.80823039043935
"500",38.21688543174
"501",86.9653447669733
"502",217.337225391549
"503",171.972578572623
"504",90.2290159701977
"505",210.882539391169
"506",57.0432069695319
"507",194.204148012416
"508",466.87140358795
"509",400.161341941388
"510",160.650151698473
"511",690.778524171759
"512",1008.81531252869
"513",20.8751548017344
"514",3.56387747155468
"515",6.0860370930582
"516",11.1490704326176
"517",9.20903416394923
"518",3.90885173310207
"519",5.23950718378934
"520",6.7104469838614
"521",8.74117733524507
"522",5.29954548809426
"523",24.2627843381806
"524",5.36620321991464
"525",4.67127403803409
"526",3.73723890929661
"527",11.3254462537654
"528",19.4398999271978
"529",5.9835687327329
"530",16.4142256698977
"531",16.579329956794
"532",8.69606298472839
"533",17.4347377124048
"534",9.20835784843537
"535",12.3383273177812
"536",13.3530658047629
"537",19.4482572290558
"538",12.6506449103425
"539",13.1691688199751
"540",20.2176612888381
"541",20.103963589721
"542",10.3981887578685
"543",11.1511801208064
"544",11.0876477558672
"545",17.2525891588058
"546",4.29449284005889
"547",7.10061668571211
"548",21.2182415688294
"549",5.22142445238403
"550",4.72642315699235
"551",3.96303685619399
"552",5.23412467252206
"553",6.9363589624799
"554",5.69056365565117
"555",6.93601297126483
"556",8.36532783181985
"557",18.6151032109332
"558",21.6229776688659
"559",13.4503273621978
"560",22.3012546737587
"561",21.8190126674863
"562",22.4950766181365
"563",19.5888807046974
"564",21.5462676470713
"565",21.5644897030508
"566",22.1709695910556
"567",24.2162450449601
"568",6.52420932173632
"569",22.5640400029565
"570",8.67115926333765
"571",18.7819076492485
"572",6.57330917584636
"573",22.2475448558
"574",18.9955207716921
"575",2.61973765959682
"576",7.95742245062439
"577",5.44728943416005
"578",62.0425949825201
"579",132.701505737551
"580",108.080973572019
"581",25.247821974029
"582",434.972480905652
"583",9.58894472624435
"584",140.38069041267
"585",114.608382085699
"586",180.767870953366
"587",184.580877436433
"588",7.19729636176115
"589",13.3089404617484
"590",10.7272540424224
"591",15.0064088334531
"592",18.5141275278458
"593",12.2867155869195
"594",9.85183267353027
"595",4.50427398476483
"596",4.89626479816013
"597",127.920415104695
"598",7.01487422938931
"599",5.14239020333113
"600",11.8010730207077
"601",22.2925069818794
"602",11.2062496289198
"603",4.23113335009975
"604",8.89541849731604
"605",5.95488858830309
"606",13.7962759369649
"607",10.9423354964853
"608",107.074676812714
"609",8.21445530447434
"610",13.9839851528733
"611",61.1247962985781
"612",40.4239918134848
"613",28.8955511484941
"614",23.0069920975257
"615",23.8938284642014
"616",9.45460402421607
"617",18.0591734006303
"618",6.03784972380488
"619",10.0282703893519
"620",19.9510532953283
"621",3.6526201008977
"622",6.48374146929976
"623",7.92126904546574
"624",15.2046718197063
"625",11.5392775223662
"626",6.84680858176458
"627",7.32544416297774
"628",8.20325711015956
"629",6.61151616783374
"630",6.58851750401288
"631",11.5874935620067
"632",32.1905233209238
"633",7.62544515598425
"634",9.3580345452148
"635",5.58349752862119
"636",20.7186435929865
"637",35.1408220767561
"638",17.2420847199142
"639",11.1392703596989
"640",3.67336237771883
"641",10.2750334338936
"642",4.5005718816777
"643",5.93177636514061
"644",7.19849392431258
"645",6.05121844297459
"646",8.28360822786527
"647",6.52678608429528
"648",8.48437042451812
"649",7.82780697111411
"650",2.92315386877562
"651",10.074109821211
"652",12.0332157861572
"653",6.6826373042673
"654",8.23724648411852
"655",6.2808886283361
"656",4.45541187186
"657",8.90691546032982
"658",7.2988069269105
"659",7.46872705321691
"660",9.21162663991458
"661",7.04469622425906
"662",17.787435351862
"663",9.39922081595092
"664",219.199822975493
"665",637.472120006344
"666",63.0709473906103
"667",30.2584121013298
"668",309.058684262056
"669",5.50246560880645
"670",268.662888049675
"671",220.054762558982
"672",59.9586998629943
"673",585.338415603729
"674",106.85340924519
"675",39.9419436954777
"676",644.461779677375
"677",180.552833768143
"678",22.2144041066348
"679",12.2009087933097
"680",8.54236609401828
"681",8.95736486127336
"682",31.8880253583734
"683",7.02174682201207
"684",11.3706666416214
"685",15.3572556093886
"686",9.84820716612241
"687",8.33895409140126
"688",10.8401643528103
"689",13.6217816318164
"690",7.07212240213389
"691",8.62726878378663
"692",6.39291614728828
"693",23.6284208166079
"694",9.54479336191712
