"","c.18.3131898958909..4.23180283942208..7.65283128736769..33.5038447872934..","c.18.3131898958909..5.21429861655219..8.13481514525768..31.5104024529131..","c.18.1387432205317..9.81690227534328..7.35704119529382..31.3119680511489..","c.18.3131898958909..6.92841871382431..7.63715360866566..32.1129537608439.."
"1",18.3131898958909,18.3131898958909,18.1387432205317,18.3131898958909
"2",4.23180283942208,5.21429861655219,9.81690227534328,6.92841871382431
"3",7.65283128736769,8.13481514525768,7.35704119529382,7.63715360866566
"4",33.5038447872934,31.5104024529131,31.3119680511489,32.1129537608439
"5",14.5311562100461,14.5311562100461,14.5311562100461,14.5311562100461
"6",28.4549617076381,28.4549617076381,28.4549617076381,30.3925884865271
"7",12.7722729231811,11.999501295003,12.7216161709495,12.8950400032796
"8",10.4189622822769,10.1281523799509,9.80734791286774,10.4120607101744
"9",22.3094782431238,21.2847126358387,22.1993688295182,20.6591849950189
"10",18.7175968798234,16.4729001752926,16.5398009377842,18.2231906848005
"11",6.47880253767745,6.31798707406735,6.46242449724717,6.5461604576173
"12",8.57747324808681,8.50150244046058,8.48568928255186,20.3582997190547
"13",6.22591208529194,6.25849909000163,5.84733261498329,6.22591208529194
"14",7.12744812968867,9.01864184919353,10.1974534073198,8.44405389433295
"15",3.10618808594056,3.10618808594056,3.10618808594056,3.10618808594056
"16",5.9307639905069,5.9307639905069,6.15196537115117,5.9307639905069
"17",11.4713429766918,11.7351551838016,12.5792831526688,3.49314213708895
"18",16.3600962589153,33.0537701087053,14.805567125429,5.49330136704348
"19",4.94997155175922,4.94997155175922,6.03821491668854,6.98315791134582
"20",17.8483991628948,28.2672298953319,14.4738925925649,5.16806412234748
"21",20.4520326607583,30.7011679663015,16.0592856810028,8.46873155738437
"22",20.4905375861218,41.022090225575,18.8891065637033,8.71508719534361
"23",25.2445833242387,24.2790653170865,24.2868193817544,25.1977693526972
"24",30.3083518945159,28.7541925074328,27.1332038697248,27.4456105570364
"25",31.4429246809316,30.6912066927659,30.9584806543705,31.052277806836
"26",26.6733428682482,25.6421468296291,25.4495606391261,27.0241809302651
"27",30.561390919966,30.561390919966,30.561390919966,30.561390919966
"28",24.0636639253907,23.6721815253171,23.5774724912386,24.1205461071355
"29",17.3671578630332,18.5255764975514,17.3671578630332,16.7260549052223
"30",11.0011350768623,10.1263710228237,17.5028524408292,18.229959790821
"31",9.09738132564007,11.7996777540069,16.9611382559913,20.6531779535688
"32",55.404111956754,58.6206613665577,58.1864954584737,55.404111956754
"33",27.1351283762193,27.1351283762193,27.1351283762193,27.1351283762193
"34",38.7602555914756,39.5710720782726,38.4156904948121,38.2377508425286
"35",73.1318482850801,73.1318482850801,73.1318482850801,73.1318482850801
"36",49.9762708594885,49.5882787315295,49.4782969362191,49.9762708594885
"37",27.8892599969983,27.8892599969983,27.8892599969983,27.8892599969983
"38",69.1695386980118,70.0514517642773,72.9287617251849,69.0638258918852
"39",48.8065952324219,48.795592989785,48.7928057267575,48.3011185343229
"40",59.6501445725044,56.8639647587728,56.8833562177718,56.2575784956573
"41",39.2750325611688,39.2750325611688,39.2750325611689,38.4713416866014
"42",36.5211788024691,36.5211788024691,36.5211788024691,36.5211788024691
"43",36.5924790080987,39.5303993616207,31.0266436985997,36.5297642036114
"44",37.4240571678844,37.4240571678844,37.4240571678844,37.4240571678844
"45",31.7118798946256,31.7118798946256,24.8285904155199,31.7118798946256
"46",15.2214043444696,32.0260337808664,24.8131270936936,18.0049612944872
"47",20.3361398312688,33.2404326991337,40.3712949934659,23.3773529904719
"48",25.2745416800584,40.5920166480279,37.4974048687818,31.6714466271395
