"","c.17.5353881544142..7.35694531652257..5.27283560599728..26.551636313809..","c.17.5353881544142..4.91417541189896..5.16172070058626..29.8340524155602..","c.17.4004031791264..4.27583865374927..5.27283560599728..30.0300282377294..","c.17.5353881544142..4.79986050890942..5.46139398988049..30.5042217293062.."
"1",17.5353881544142,17.5353881544142,17.4004031791264,17.5353881544142
"2",7.35694531652257,4.91417541189896,4.27583865374927,4.79986050890942
"3",5.27283560599728,5.16172070058626,5.27283560599728,5.46139398988049
"4",26.551636313809,29.8340524155602,30.0300282377294,30.5042217293062
"5",14.237634728229,14.237634728229,14.237634728229,14.6951182287576
"6",27.526353202403,27.526353202403,27.526353202403,27.526353202403
"7",15.433879266388,15.4584248309268,15.8750990412134,16.1364320845163
"8",10.1548908003715,10.2933631016904,24.4855169725274,29
"9",10.9887908889758,10.7361008491719,10.8043181748586,14.944604002029
"10",9.86762102127107,8.71935969448816,8.88559918783723,8.57185926223224
"11",10.9732180240353,11.3976991042195,13.6338997038138,10.6317763037523
"12",15.8969285847399,13.7601871556711,6.39277293760359,5.74911571080832
"13",3.63379127724707,3.6479354444222,6.40224774219216,10.7723001123227
"14",5.07472230395345,4.88435197167562,19.8857144693512,27.3657478526883
"15",5.61902927556714,5.49834021803143,20.4380888391586,25.3870186038835
"16",8.56685980669685,8.66006484111961,21.784034119257,28.8708614072514
"17",9.86712769115099,8.88882708762265,25.5616296842842,48.8818318547774
"18",30.4717671732849,33.0873361526241,29.8249906356034,28.3412456252907
"19",21.6633402008867,27.2075974343589,30.5859077787309,25.6469069869605
"20",38.0701152375884,39.9289880860839,40.4544805983365,39.1943504741449
"21",28.509228031141,31.2760534331188,31.7852562779488,28.8479579284811
"22",31.8119809306802,32.3381953225875,36.9514169924475,31.8119809306802
"23",26.3008780566593,26.7734596972945,26.4311693336522,25.8042966766456
"24",17.4035011313638,16.8983954447034,16.989665235342,18.1116828151659
"25",9.06044924956759,9.06044924956759,9.06044924956759,9.10026693172873
"26",6.30913796377828,6.36110679567188,6.30913796377828,6.54431219644075
"27",54.7646781717669,58.1699197971289,55.8758675941276,55.1193704781917
"28",27.8310653409461,27.8310653409461,27.8310653409461,27.8310653409461
"29",39.2066386272977,39.2066386272977,37.9910334196679,39.2066386272977
"30",71.4712208106818,71.4712208106818,71.2283756579612,71.4712208106818
"31",49.9884862981031,50.1162965160528,50.3413651496246,49.9884862981031
"32",29.6126560849514,29.6126560849514,29.6126560849514,29.9006575665217
"33",67.7220741080987,69.4795772881752,69.6829483315323,67.7220741080987
"34",51.7353911643106,61.2759659900334,57.8404087588127,57.4078166981552
"35",67.1360389299225,63.2706020663721,62.2627142721439,58.2945287025428
"36",43.3202115298083,50.3014559472914,51.5658111175074,43.4751008253781
"37",37.5239806659691,38.5216109181403,37.1160889519219,38.5216109181403
"38",34.7872227186827,34.7872227186827,34.7872227186827,34.7872227186827
"39",30.6895488535412,30.6895488535412,27.0854068163683,30.6895488535412
"40",18.5491971995401,29.1899554312412,24.7986311329465,21.4650225591072
"41",15.7601224703776,35.3926690554144,37.9541388789624,29.2011206288384
"42",26.9422122316829,48.6004602030254,43.125729305951,39.3624930845594
"43",19.8213542699097,30.2638302675656,32.2380150055788,26.3097233578054
"44",73.5661450589322,99.5042350485252,92.8641852452369,98.6537009786005
"45",37.3593039606911,68.2035908667841,55.4926002984493,43.0888106441034
"46",58.5372164715571,87.4453138811339,66.9774413032432,48.5528908437993
"47",43.7099655396415,73.0434852926943,67.2709187941151,45.8458622775867
"48",36.3625814612437,52.2631316040112,48.9203211013747,33.4404990718135
"49",39.2331050075207,72.9941766700858,65.7489006127479,66.0716576060047
"50",39.1131379404093,46.77644776249,34.1609446254728,29.6615040386793
"51",29.3190218698781,41.7173330913594,39.1716852978839,30.1806763611134
"52",43.0426587550244,58.3676302783,54.0578752163327,38.6216498408704
"53",65.677760288139,73.796600184321,67.5212548988684,55.7745355025304
"54",25.4352786089571,41.0818848168312,48.0420310814993,32.6282035885408
"55",22.4542889238715,37.5852858281093,37.3282011472432,21.4391836803208
"56",50.5182232411417,48.5697706017448,48.6409605362543,36.2342668114438
"57",31.7429398059234,46.1178659599174,43.7315112482758,23.8750775519369
"58",36.2665614229898,48.0161305903878,35.9307533542681,21.9550602525989
"59",57.8497772677365,81.3416117068566,72.3778992282924,54.7947722777449
"60",18.8489665161566,26.7454614407776,28.0932359338242,19.4462141482576
"61",27.4340071017754,39.6496420712137,44.7792335960663,27.4256337172988
"62",50.7854726689545,81.3746590016445,74.1524433437208,71.3738713360014
"63",50.9769562067944,68.7711581330006,77.020754584333,57.3853049753896
"64",4.8239964937813,4.66251806274333,4.64300127071111,4.6657109468032
"65",35.458368294257,47.2690587970023,45.1694446227872,36.276348452261
"66",70.0310135134432,117.603613086918,74.3522512805637,68.5681608543581
"67",49.3090533943403,81.9661103501998,95.9189487752216,66.2347922970734
"68",53.923421326837,118.968166138241,95.1516695064167,75.6012141995266
"69",45.5925177082278,77.297461506358,65.8892090751017,39.777940795936
"70",62.2125732502397,88.63746976173,77.0824864817963,68.9037252987996
"71",57.996636437326,81.3170830069719,78.5147937171211,68.1284346674252
"72",59.016578122191,83.9953937261906,77.193997173075,87.2934179328664
"73",65.7758514135668,66.3092027147957,55.3452815442425,70.5500058150575
"74",48.7771997458695,58.0379033909121,67.750407067129,80.9807361356759
"75",54.6911336980062,48.7206242361625,50.9785984847043,48.2964121340492
"76",13.1375174603146,11.8005706431887,12.149063626571,13.8580141747045
"77",5.078704681428,5.48435783061802,4.96158737710045,5.48435783061802
"78",4.16821722182595,3.66546304910235,4.11072749418648,3.89693145415961
"79",8.22783485144018,10.6149677538857,9.95539107913108,10.381835937863
"80",6.66974165528432,5.71944716061059,5.63296575700953,5.12357373492893
"81",5.53891844733459,5.53891844733459,5.53891844733459,5.53891844733459
"82",13.195543670475,11.8856263125968,11.0151169042472,11.2744812260744
"83",8.75700058497262,8.68251806751156,13.0111906308114,11.5797411755633
"84",3.51874953409842,3.88439904067115,5.87760982518693,5.17524653922702
"85",20.3727101488702,24.1074411016795,30.971879306003,29.6927031000403
"86",24.2667807553115,24.2667807553115,24.2667807553115,24.2667807553115
"87",23.7789602057589,25.0335524137348,26.7238842625548,24.4727027954753
"88",4.33924055845743,5.80281291859731,12.4525920330931,6.85675430062339
"89",36.9537902256417,18.910927642354,28.045343021318,30.3533134603978
"90",8.26023102701659,16.098210713524,12.0775051226699,9.26228876983492
"91",7.23457863311171,7.23457863311171,7.23457863311171,7.23457863311171
"92",10.4595268774149,6.3052251433864,7.50599051232812,7.40243429117846
"93",3.39850731277108,3.39850731277108,3.39850731277108,3.39850731277108
"94",10.1771145228634,9.00514989535922,12.822839947596,3.27827359792126
"95",51.3484011578205,39.6592965666443,37.890000235442,47.7369516537527
"96",9.29065355924227,9.33409774035012,9.60657927488752,12.0693693888922
"97",7.32348904372851,7.79919997742276,7.79981812185756,7.92589875193472
"98",28.9513970804074,39.6099958891919,47.8303486474484,26.0560892699105
"99",5.57092913768226,5.57092913768226,5.57092913768226,5.57092913768226
"100",15.0248352453567,27.2183359761204,24.4245771133193,17.3563439477088
"101",39.6507277750863,32.2607803203868,33.2816060776641,46.858070630638
"102",53.0388724204027,27.7833662688032,18.8839301152478,45.6380723611608
"103",42.7229497621483,45.7003157764783,42.7229497621483,43.0695244662293
"104",37.0515268723118,37.6034767634177,37.9721255677753,40.5471683191874
"105",41.4187211157422,41.3995169894188,41.4187211157422,41.4187211157422
"106",43.1089543720729,43.1053780934068,42.7659944817691,45.0140092234059
"107",7.11473465545386,5.71519557723459,4.91293822946797,5.3585313901843
"108",5.47216196367687,5.74423716403906,5.0087052831399,3.34157700901529
"109",5.10569162006132,4.90878677576142,4.74009509417791,4.57757901904024
"110",5.92785889732709,6.0023411128384,5.78767236629715,4.39352174758682
"111",17.2179532000043,22.9982212319293,20.2795921207398,12.7013202379487
"112",18.3811717787359,20.2254874104567,17.9071004193807,11.7692098930553
"113",15.2169616535598,14.3455956359408,12.7687984144312,6.3861276600591
"114",34.5269660447371,30.7434615199946,31.0901362184859,31.6174921408275
"115",16.836368129402,17.3732330110469,16.836368129402,16.7205564249019
"116",28.8978317406086,28.8978317406086,28.8978317406086,28.8978317406086
"117",38.6105402966057,37.3857910993712,37.4823077316175,37.4221337998674
"118",20.6326032651928,18.0581480638305,17.3934751579873,15.3815723223389
"119",19.0331189267295,19.0331189267295,19.0331189267295,19.0331189267295
"120",38.0472833484872,38.0472833484872,38.0472833484872,38.3821572840299
"121",18.2278056700042,17.5075458650293,16.9885047363947,16.8392731714401
"122",8.10899299856597,8.10899299856597,8.00835916778277,8.10899299856597
"123",13.9683501229306,13.9683501229306,13.9285044623512,23.1321098555433
"124",13.9250359594722,13.9250359594722,13.9250359594722,13.9250359594722
"125",20.6143937879874,20.6143937879874,20.6593995899937,20.6143937879874
"126",41.3047087446258,27.5952837711646,27.293496636812,29.3608982631134
"127",34.3416507163211,34.3416507163211,34.3416507163211,34.3416507163211
"128",18.6200678443753,22.3414173135632,22.87437781193,22.87437781193
"129",23.0912730973497,23.0912730973497,23.0912730973497,23.0912730973497
"130",19.2093128266124,19.2093128266124,18.4220841783764,19.2093128266124
"131",93.9137342964688,95.2662003777577,96.4571643934452,96.6671691931636
"132",104.15027227324,104.15027227324,104.15027227324,104.15027227324
"133",138.709177773726,140.114572728523,152.534909256712,135.142738505113
"134",138.13950940329,135.4280944462,133.673484339133,133.889958717074
"135",79.65166720408,82.5876161794073,92.7789315829211,89.0484360840555
"136",48.6829303892143,52.0849128927528,53.0674302503615,53.0674302503615
"137",28.5729069490364,28.5729069490364,28.5729069490364,30.5616236988297
"138",73.96341051435,76.6363596650605,77.4100725802238,77.4100725802238
"139",113.229432812604,113.229432812604,113.102899037105,113.229432812604
"140",131.173777918825,131.173777918825,131.173777918825,131.173777918825
"141",88.1392398611844,84.1903175328607,90.6322900134982,83.3407886829464
"142",34.2601584550731,34.2601584550731,34.2601584550731,34.2601584550731
"143",69.9036087314181,71.0066336596754,71.0066336596754,70.8544253972993
"144",20.829126777954,21.2536025207839,27.08747551527,27.2195403165277
"145",9.41132391717216,121.584410307744,9.52208988903678,10.6792836179238
"146",11.6171542712846,146.613558356143,12.2550156035332,12.2550156035332
"147",7.68333067762651,95.6842750370155,6.55917674070425,8.7468068145938
"148",10.2331488235599,168.942032595503,9.27778211486567,10.7939362544647
"149",6.9618418842305,181.064591496485,9.53564850686464,9.62998847041069
"150",15.3934357681116,142.868771646637,11.8748731431751,15.3934357681116
"151",8.10635090508757,190.167432269506,9.45492008049926,8.75806832894285
"152",5.51142521057854,5.62928501060572,5.7987163725015,5.93954816209733
"153",5.23339751820984,5.20368685058785,6.10274131887261,6.41558684568186
"154",9.83059982623206,9.83059982623206,9.83059982623206,10.3131632998273
"155",2.42160779077053,2.52271948835467,4.66133259162177,2.93969158064533
"156",10.0711426717258,14.3320261573463,15.947930652678,16.1103054852165
"157",14.6875274862699,14.3431570720513,14.3431570720513,14.3431570720513
"158",16.7683930389595,16.7683930389595,16.7683930389595,16.7683930389595
"159",4.26938683541973,3.52811278085155,3.52057059629994,3.42611477445244
"160",5.93324625754812,4.36784571121484,5.0284057726881,4.77768966261411
"161",19.5910131270164,19.5910131270164,19.5910131270164,19.5910131270164
"162",11.3922516568988,11.5134700352389,11.4095502113897,11.3081721939089
"163",4.57472633694322,5.517136950367,4.57472633694322,4.57472633694322
"164",6.4577714255681,6.11014493693787,6.02794710480149,6.12993887696094
"165",103.457381647435,25.1517989114872,10.2689844214623,16.2381947506814
"166",4.42753324861914,4.79919493091636,4.79919493091636,8.86539076096386
"167",19.0921277288624,9.19882077448412,8.37976395645281,28.8222794103033
