"","c.17.8189005909341..6.591644960978..7.58046563140271..29.7207946857604..","c.17.8189005909341..3.9709009698976..9.08142210867762..29.6963062534075..","c.0..11.8897141451886..6.08319344157841..29.6963062534075..14.5963401004189..","c.17.5635661482686..6.68826165715287..5.19726057003194..29.6963062534075..","c.0..4.53849933422552..5.19725970970086..29.6963062534075..14.5963401004189..","c.17.5635661482686..4.23055245997112..5.46409724195891..29.6963062534075..","c.17.5635661482686..4.95053979055869..5.70339393932024..29.6963062534075.."
"1",17.8189005909341,17.8189005909341,0,17.5635661482686,0,17.5635661482686,17.5635661482686
"2",6.591644960978,3.9709009698976,11.8897141451886,6.68826165715287,4.53849933422552,4.23055245997112,4.95053979055869
"3",7.58046563140271,9.08142210867762,6.08319344157841,5.19726057003194,5.19725970970086,5.46409724195891,5.70339393932024
"4",29.7207946857604,29.6963062534075,29.6963062534075,29.6963062534075,29.6963062534075,29.6963062534075,29.6963062534075
"5",14.5963401004189,14.5963401004189,14.5963401004189,14.5963401004189,14.5963401004189,14.5963401004189,14.5963401004189
"6",28.2970758814495,28.2970758814495,28.2970758814495,28.2970758814495,28.2970758814495,28.2970758814495,28.2970758814495
"7",19.7392182131816,16.6186083666531,19.3650456743158,19.1456529931111,18.2628885334991,18.8864891940668,18.7939738174099
"8",17.676135337695,13.2556471941163,11.0337703329276,12.5294658828737,13.3920008785836,23.030964362533,29
"9",31.4902688291881,12.9985975784015,12.7150094930257,11.9531515019816,11.2690628397259,11.1261291569713,16.066868881058
"10",7.55493415533926,7.55493415533926,7.55493415533926,7.55493415533926,7.55493415533926,7.55493415533926,7.55493415533926
"11",11.0575227785259,11.0801005729578,10.88870492724,12.1597713264295,13.396637981011,13.7483421002157,10.8922640019064
"12",6.16737514437587,6.16737514437587,6.16156118449481,6.16737514437587,6.29704620714155,6.42681921503813,6.16737514437587
"13",8.7304509515051,10.4903833598831,4.20632735543163,3.6731066528178,3.6731066528178,6.31947467041962,10.4157858615675
"14",5.37291359612866,5.25573368762497,5.46532738292995,5.46532077539006,5.46532738292995,19.4033559875588,25.0020370380675
"15",5.56496247844193,4.32154194026014,5.50544433455561,5.58632334494888,5.56496247844193,21.2033450518447,25.8658138847018
"16",8.52647046072907,8.5934585552951,8.52647046072907,8.52647046072907,8.52647046072907,21.0062667275145,27.6331513907787
"17",8.74576386949098,9.20438546433414,9.65161759399726,8.83148183061491,9.43127558132519,24.2267859867126,51.0048618747354
"18",24.4429487269303,25.1120303330021,24.6982197280935,30.4829171550175,33.4014895225488,30.079071098701,28.2611323140302
"19",29.7794604830322,28.9964220749939,28.2997794165434,30.7077046870701,32.2798982943994,33.1982238440114,30.4089602822883
"20",30.1784809660287,31.1917351643673,30.2581234127591,32.8926704920684,36.8054345666216,39.6434041710566,37.0187000985696
"21",30.3488946451232,26.1797661465105,27.5346184025142,31.8609156528924,31.7978320947291,31.6876349298832,28.6526191623511
"22",30.8244361962179,30.8244361962179,30.8244361962179,30.8244361962179,30.8244361962179,36.4434762014131,30.8244361962179
"23",25.2714723609066,25.2714723609066,25.2714723609066,25.2714723609066,25.2714723609066,25.2714723609066,25.2714723609066
"24",17.3694450447414,18.0158016545581,17.6148374224421,16.6075428434785,17.3694450447414,17.7971868538512,17.3694450447414
"25",9.12227251740513,6.6895391116791,8.41988884711161,8.22221434985122,8.91060119645665,9.38990027587625,9.02049652893927
"26",6.29899202640374,5.67117505150193,6.29899202640374,6.39482361700712,6.29899202640374,6.29899202640374,6.29899202640374
"27",54.1218846508126,54.7528201384622,54.3240860143167,54.1255323967033,54.1218846508126,54.1218846508126,54.2046381582444
"28",27.6094842841765,27.6094842841765,27.6094842841765,27.6094842841765,27.6094842841765,27.6094842841765,27.6094842841765
"29",40.2789203850135,40.2789203850135,39.8471740545165,40.2789203850135,39.4652568542526,40.2789203850135,38.8856862332201
"30",72.0689647894157,72.0689647894157,72.0689647894157,72.0689647894157,72.0689647894157,72.0689647894157,72.0689647894157
"31",49.637629735964,49.637629735964,49.6640402251218,49.637629735964,49.6551570887948,49.7185034740341,49.637629735964
"32",30.5300173889513,24.1673892406019,29.437596273644,32.3785473510852,29.437596273644,29.1061072977952,27.6468076216751
"33",67.2574920956226,69.1532961547465,72.3511043314218,68.2288397045992,67.2574920956226,67.2574920956226,67.2574920956226
"34",49.8948096198737,27.9620749400069,45.8353728064791,48.2783562977103,61.3439412109867,62.9185946140903,57.2735982106338
"35",67.7577405394712,63.7608551465367,59.0940068074605,56.8834391867505,56.8005103285154,56.8834391867505,56.8834391867505
"36",42.2043156987735,31.7304135187392,43.07260868668,41.8169270007369,51.1375701029556,56.6719444899708,39.5372022632581
"37",39.889024697922,39.889024697922,39.5080228742266,39.889024697922,39.889024697922,39.889024697922,39.889024697922
"38",33.1634124870312,36.9120694000308,38.7980643000785,33.1705939576257,38.8864486627135,33.1928308995558,38.8864486627135
"39",32.8183912557117,38.0932154856904,33.8714985204106,32.8183912557117,32.8183912557117,32.5364171491261,32.8183912557117
"40",11.0755978700005,9.51505308586835,9.60789449636342,16.4366419953145,34.9544475928098,26.399007724613,23.0902737572472
"41",17.8614193587307,16.118921120477,16.7952755479524,17.2220173206711,36.5667841682762,41.6238411873523,32.502390019063
"42",29.5474683631498,21.0436140153027,27.8455191891787,31.7498292080966,52.7195308019987,46.8676259475336,44.627316003501
"43",10.9115736328324,14.1003557529376,13.3573547251898,17.2579511889931,34.5285143282639,33.7485038513323,29.5083146020499
"44",48.3096363650983,48.5515826629324,48.3096363650983,74.3501149313172,98.4063960971639,93.8213663241106,99.6617271858102
"45",26.9556250924914,26.9556250924914,26.9556250924914,37.671495528085,67.5801382500183,55.377337525354,43.2857238667911
"46",38.2866970172826,39.0262067589997,39.0262067589997,58.382020686435,77.2454191823896,66.0207550066542,47.6491563850739
"47",38.7110095459421,27.8287813188601,38.1003364724285,43.1506569731068,63.4465257208178,64.1875180206025,43.2523200883804
"48",24.7714091405242,24.227548296746,24.1824422584389,36.8810801408239,51.5902407593677,51.0098538631099,36.2575556315731
"49",42.9801440091281,44.6420245463877,44.5692941105882,63.7192087290706,88.1553963409179,69.1968223922831,54.0661218760577
"50",14.292865745292,15.642447250679,16.5884658178984,29.4344946455988,47.80440079512,33.9585014077131,33.6945679975093
"51",22.8369265936882,33.3188667811343,30.5603543028465,30.5990191659147,40.3891640178152,38.3471975872191,30.4505759603191
"52",28.0643616079776,22.6958767772291,27.6710328967767,43.2892759096404,62.2173231405507,56.9314187211168,39.5884194735897
"53",37.7902106841992,37.7902106841992,37.7902106841992,59.0612106717786,67.693510105237,66.9112085089849,55.6267161651097
"54",17.4581438509156,17.3811875714685,17.3811875714685,26.4584319382429,40.9277782225169,47.3683242912679,32.6960547040528
"55",12.1499194434005,11.4771657573498,11.2926370459325,19.7391441178518,38.9205613082854,35.8357392999829,21.3099456859671
"56",19.39508528446,19.39508528446,19.39508528446,51.1336370777144,48.871968513422,49.148220306219,36.1202561828739
"57",19.5383025919263,19.5383025919263,19.5383025919263,30.3639083831478,42.1403908039574,40.4045263666098,23.9513950806156
"58",13.904233493669,13.904233493669,13.904233493669,31.0215645157592,48.2055865482741,36.5530497933364,23.7680055021155
"59",37.6224541883383,37.6224541883383,37.1966537085859,58.4518005275649,80.3675358157232,71.987644496599,56.0224169155211
"60",13.8338348589333,12.3283459786775,13.4007490301838,17.2071878145704,24.5828316936684,24.4856589557088,19.2052870276886
"61",20.0458337827314,14.6001656767083,17.2589627016895,27.8487432928408,46.0524275944968,49.8183562548162,27.2169496031646
"62",28.5176313561443,28.5176313561443,27.6010230513714,51.1263149592138,82.4503140368192,77.3735490787902,71.8272953176959
"63",21.9167629242294,23.4193950212894,23.9921023891186,50.1868944181848,93.651257227488,72.4251771453316,56.2203157867573
"64",4.46243933557178,3.19152569390444,5.24447219276112,5.46171652971846,5.07717483423141,4.87794587939874,4.81937203122145
"65",20.0477371221341,19.5764571073201,20.0477371221341,36.0798074018377,46.4685695815646,45.1882458804058,36.8607887173687
"66",40.5813002256344,40.299591581212,45.6810065483303,79.790764282093,108.031925806189,81.1356293173707,67.4442324669892
"67",26.7036600137137,25.6486533360076,26.7036600137137,49.3161592099903,101.726318433297,94.9048059746722,65.3377865332225
"68",41.9013914696013,49.611157148076,46.1834877749989,76.8305929394003,119.231799514203,88.5673561822581,65.3701442325287
"69",31.8908557388623,31.8870104262448,34.9839061528232,51.0953723364977,93.2162968016549,77.6482508405136,37.2254695808287
"70",38.2072756797672,39.6897232214427,37.9830872643822,62.5588562088565,86.8941183248606,76.5314608713491,68.7802638149432
"71",38.1895427845702,39.6305464657382,39.531134941338,57.4693200653077,83.2806737567585,78.508101087813,58.4348529520766
"72",35.6778219500842,37.2270204843181,37.1784424607191,59.6408480795558,83.3161004279172,79.3025133119706,87.4021645729664
"73",21.9916896579195,27.4138925410697,26.7494425761599,65.2163623910096,71.0720873581847,57.512447655498,74.7341257487477
"74",31.3432364185001,30.4469674239559,32.3723299747105,67.6495163356459,70.9741596899693,66.2226185645899,69.1962866916356
"75",16.6526367675651,20.3106837619109,24.9450486002699,50.0614199779352,51.2687853755709,50.9207405475395,44.687012214948
"76",16.470475178598,16.691090849168,13.1064034789235,14.5501361316314,13.7471192264201,14.7334620453551,15.0297274683881
"77",5.61953018124858,5.57303073054702,5.6429912325272,5.57303073054702,5.57303073054702,5.60917925572041,5.57303073054702
"78",3.75415550391953,5.56089362704174,3.8375614618261,3.93216916712519,3.93216916712519,3.91226427621529,3.93216916712519
"79",11.4710509108051,9.33647398813749,10.1367285640472,10.1367285640472,10.1367287778601,10.1367285640472,10.1367285640472
"80",5.95449258055628,5.76679272316805,5.54035744195679,5.58501260537589,5.55488549596848,5.48508826433308,5.36813977268532
"81",5.52912198649252,5.52912198649252,5.52912198649252,5.52912198649252,5.52912198649252,5.52912198649252,5.52912198649252
"82",9.3050821451646,10.389257122957,13.0543084903788,13.0780246564579,11.8313400182083,11.0256735964434,11.3185915188159
"83",12.3883342278218,17.6804841470659,13.2995028025369,8.26401172392811,8.26401172392811,13.1183463955679,11.1634234048529
"84",7.31005687169823,9.69792656470217,5.4222533365341,3.6645997089544,3.62694561690536,6.02284711695965,4.98452389262571
"85",28.5423947687103,23.1931329644375,20.6008356170852,23.520904302425,28.5423947687103,27.8818191939057,28.5423947687103
"86",35.1425431105075,20.6633851671989,22.5070600761697,30.6541181670884,33.000614700898,30.020582804006,21.3825786762586
"87",28.5039053768339,23.2547994271716,20.1180663439271,25.128138113882,25.3657316408145,26.7071054620635,24.8697339162444
"88",5.26626234402557,5.67092948466072,4.78788457084873,4.28241578159524,5.77364207531513,14.0340808217414,7.00681982912985
"89",52.9958495672715,35.6270153874767,44.1400633352241,39.6982190463657,16.9579645179791,25.0648076554012,29.9953621838213
"90",7.94457716168222,7.94457716168222,7.94457716168221,7.94457716168221,9.57798952925803,9.32171935558758,8.9359727459914
"91",7.30043407969651,7.30043407969651,7.30043407969651,7.30043407969651,7.30043407969651,7.30043407969651,7.30043407969651
"92",11.0396113958165,10.4577007590399,8.96349454212115,9.45897750907105,6.65155632363743,7.93321774808457,7.65711965693243
"93",3.46972678235445,3.46972678235445,3.46972678235445,3.46972678235445,3.46972678235445,3.46972678235445,3.46972678235445
"94",3.9272444684807,3.92980357584441,10.4310389841147,11.8637595931319,9.50313761899807,13.6147462637577,4.00486665083557
"95",39.4508058861987,68.6825434138265,61.7559596082018,50.5290366000616,39.4508058861987,39.4508058861987,50.7945202623007
"96",12.199871727611,11.171707954875,9.3880062680939,9.17480273154016,9.19244628107582,9.47850941858782,11.7398416829505
"97",8.28598885460156,8.84819977609502,10.1831358421267,7.61298349932618,8.55344384163939,8.12702887691074,8.16292037980178
"98",16.3254442495408,13.355111572911,16.6593957058173,28.3982656124353,37.733713837337,45.4980492653641,25.3067226419479
"99",5.60916354317254,5.60916354317254,5.60916354317254,5.60916354317254,5.60916354317254,5.60916354317254,5.60916354317254
"100",14.9368208739638,14.2700966800296,15.2123373424883,14.6085419131957,28.0817319953298,21.9641094538922,18.8270679015746
"101",30.924569039363,57.6716737887694,62.4127226510375,38.5309532155292,31.7041700459959,30.924569039363,50.4584736446886
