"","c.20.404639835349..17.4231278810284..10.7382656599136..5.71252702051265..","c.17.5456202574895..17.4231278810284..3.89303353106873..6.21797171092606..","c.21.0147227514224..17.4085286461075..5.52850832685099..6.16372765403024..","c.21.1689901933387..17.4231278810284..5.06699771032799..6.16372765403024..","c.21.0182441195525..17.4388397457911..5.33970497597565..5.98768901504543..","c.21.3187933410329..17.4205948686364..6.02548499640832..5.98768901504543..","c.21.3042709877366..17.390895370647..8.34535492958326..4.95987740306236.."
"1",20.404639835349,17.5456202574895,21.0147227514224,21.1689901933387,21.0182441195525,21.3187933410329,21.3042709877366
"2",17.4231278810284,17.4231278810284,17.4085286461075,17.4231278810284,17.4388397457911,17.4205948686364,17.390895370647
"3",10.7382656599136,3.89303353106873,5.52850832685099,5.06699771032799,5.33970497597565,6.02548499640832,8.34535492958326
"4",5.71252702051265,6.21797171092606,6.16372765403024,6.16372765403024,5.98768901504543,5.98768901504543,4.95987740306236
"5",4.62161116727085,7.2340466542724,8.28895498840354,8.46188646006837,6.62680967207033,6.44855085107074,3.73683154177969
"6",29.8072628253996,31.229006323423,34.9306337424901,32.7857153282974,27.7461246945793,27.3556692726012,27.3556692726012
"7",15.2605354886094,15.9198014930287,16.8462022822174,14.7838915971077,14.598946637959,14.598946637959,14.598946637959
"8",31.3581500793948,32.9839510978575,35.6096661043825,28.5476828277661,27.8512281859741,27.8512281859741,27.8512281859741
"9",13.3695709196882,12.6102838134338,12.0395755740016,10.0607291126363,9.75874491129357,10.0672173359486,11.3259860666683
"10",9.82907524715031,8.21146287236352,9.8548829168096,8.88185365519662,8.90622527348335,8.88185365519662,8.88185365519662
"11",2.06253894236226,2.06253894236226,2.06253894236226,2.06253894236226,2.06253894236226,2.06253894236226,2.06253894236226
"12",3.37638718204517,3.37638718204517,3.93543289497758,5.92010326488757,4.89405511375208,3.95312482492593,3.95312482492593
"13",11.3863744029637,5.22543447926154,6.01604628377404,6.01794588432501,5.69099035526017,5.62959085610452,5.59176348341512
"14",7.98973744439637,7.98973744439637,7.98973744439637,7.38511609092304,7.98973744439637,7.98973744439636,7.98973744439637
"15",12.6820812111378,8.60820767679518,12.2249673246157,12.7826567054891,12.4498144094463,12.4244707109658,11.6153823860046
"16",8.55489300262853,15.4638441693698,6.94869997367512,5.26984710420255,8.49140838112775,6.02849366846478,5.531333912529
"17",6.87900386785782,4.26239952155833,4.75909957313503,4.49848939206514,4.29688644762712,4.79971712264822,4.8167006943616
"18",6.66099219927364,6.51275504682082,6.89857383284947,6.74092891881804,6.55748863544735,6.66099219927364,6.56722963555542
"19",6.54793405338933,5.01446647151964,6.15351413078728,6.06197558447796,6.15351413078728,8.58771277333591,8.64636067921152
"20",6.80828425469248,6.87132152029001,7.0462563592382,6.5689244036826,6.44389200483947,6.54757783385819,6.44537825717045
"21",14.3002143485607,9.10324642295065,6.63838579263143,4.74796716651931,4.74796716651931,4.62471346205888,4.72073840425221
"22",4.69634420872345,4.67905463178447,4.5495712936022,4.47951440867767,4.47951440867767,4.54979924107024,4.47951440867767
"23",15.2999697420534,12.4992132881123,6.94749011794995,5.25483594161055,5.25483594161055,5.42043751225288,5.25483594161055
"24",6.67740245942347,6.67740245942347,6.67740245942347,6.67740245942347,6.67740245942347,6.67740245942347,6.67740245942347
"25",21.5409952201415,7.9526780615643,9.22241323764108,5.28662827416492,5.31888604898045,5.31888604898045,5.31888604898045
"26",21.7832310992758,14.4193407062906,9.95134104235576,7.91147380404133,7.88839823732319,7.83550128164475,7.69568650706609
"27",21.9094923979466,12.9276499964049,12.0020219599097,9.45979777806085,9.65861728735924,9.09150344661337,9.22950904159319
"28",29.9307067008966,24.7064174651299,25.2436816265959,25.7803994863156,25.1390831702657,25.7803994863156,22.494172310292
"29",36.2759912220037,36.8784469507699,32.1380219597757,30.7978788288051,30.5819687111852,29.9796920803965,28.9537658303104
"30",34.3826983892151,28.9614696776305,30.4893866262476,31.0879095094169,31.5590496443535,29.2409317932608,29.4671025141776
"31",26.4134133784335,23.5072882000169,22.8130963241928,22.7943254906492,22.5818500044526,22.8765969972914,22.750424735201
"32",27.2974052237726,21.7003711465782,30.3781871180975,30.950161677545,31.1600096782619,30.4073830582834,29.3262796750105
"33",24.2812918602829,21.4699202025786,20.925606339853,21.4699202025786,21.1337609730002,21.4699202025786,20.9151582425975
"34",17.661536444479,16.689582302176,17.5513773128346,17.661536444479,17.661536444479,17.661536444479,17.661536444479
"35",10.2835130606324,9.47990958086845,10.1665769793738,10.3258903430634,10.2080359907317,10.1656504426463,10.1824387101639
"36",6.22435793178698,6.22435793178698,6.22435793178698,6.22435793178698,6.22435793178698,6.22435793178698,6.22435793178698
"37",60.0507325854881,60.0507325854881,60.0507325854881,60.0507325854881,60.0507325854881,60.0507325854881,60.0507325854881
"38",28.9319054572826,28.9319054572826,28.9319054572826,28.9319054572826,28.9319054572826,28.9319054572826,28.8617689519578
"39",38.8507285270525,39.3803974853089,38.8507285270525,38.8507285270525,38.8507285270525,38.8507285270525,38.8507285270525
"40",75.0365436452092,77.3013736436368,75.0365436452092,75.0365436452092,75.0365436452092,75.0365436452092,75.0365436452092
"41",51.994477472218,50.9822756145111,51.4199013640078,51.529065339749,52.8868891506084,52.5838405324359,52.8868891506084
"42",29.4978996887251,28.0960869125366,28.0960869125366,28.0960869125366,29.4978996887251,29.4978996887251,28.0960869125366
"43",77.1640988609043,70.4576468530024,77.8881378757532,68.1150662889351,67.2357081567595,67.1753617682314,67.1753617682314
"44",45.3307415960887,40.4177216748002,45.3307415960887,45.3307415960887,45.3307415960887,45.3307415960887,45.3307415960887
"45",54.2116444667049,55.6701561554687,55.6701561554687,55.6701561554687,55.6701561554687,55.6701561554687,55.6701561554687
"46",37.0019527680595,40.5658431889104,51.9664007989443,39.0233337870581,37.7848445058397,34.0243633986575,51.5921612228293
"47",21.7830851965989,21.5777288088324,21.7126224150585,21.7830851965989,21.7830851965989,21.7830851965989,21.7830851965989
"48",19.5864518060267,19.5864518060267,18.9328762437115,19.5864518060267,19.5864518060267,18.7919244217844,19.5864518060267
"49",6.11412649339937,6.11412649339937,6.11412649339937,6.11412649339937,6.4560794088414,6.11412649339937,6.11412649339937
"50",6.81979037201449,6.81725360875315,6.8365938479416,6.81979037201449,6.81979037201449,6.81979037201449,6.81936199075713
"51",40.8810497671509,40.8810497671509,40.8810497671509,40.8810497671509,40.8810497671509,40.8810497671509,40.8810497671509
"52",45.2947953697151,46.4799537596454,45.5283770632536,47.5113027159503,47.9499579041407,46.8542095338808,45.3597504296366
"53",39.5980757017734,39.5980757017735,37.9418378682452,39.5980757017734,39.5980757017734,41.1216593362756,37.9856839478772
"54",37.3165922919572,37.3165922919572,35.6036517096264,37.3165922919572,37.3165922919572,37.3165922919572,37.3165922919572
"55",13.7476391237074,16.6292628844848,15.6643140546673,24.5262177718394,23.2137259419271,18.2184303674472,12.6920724487662
"56",23.2780966679151,24.1518999684599,24.8645792996451,29.1828910579593,32.4464049214826,28.351140070516,20.2592098670769
"57",33.5343622231553,29.3385401291821,34.1036761059695,38.5074535526046,44.012208343941,39.3945578038229,28.9881198390974
"58",22.3287180200068,20.7919262859526,23.6879464489168,30.2883811892425,32.8336586840183,23.9509150356328,18.2748232116448
"59",19.8953417668955,20.4715924608116,20.4449645312843,27.5031178337828,26.2502634717774,19.5565472083979,16.9313429943525
"60",55.270281368259,73.2164756721623,67.3619683083235,115.874555225525,115.626641384111,87.2140849598405,48.8475437615489
"61",29.0189944336598,33.1746339696084,34.3434043591008,52.4266185900445,61.1533509102325,35.7074539917348,23.7701307047339
"62",45.223623516543,49.2346736295257,50.3992485385853,62.9417206313875,88.2053694147488,62.2647871309206,36.6937385612425
"63",36.2579366134198,36.5981329456622,42.5682907524292,50.9062924991281,65.2552569117415,43.1388238696016,29.732366726099
"64",30.4110657855621,33.775206754533,33.9722478986956,46.1605257186544,54.3549275285085,43.0180351789696,23.4628156372719
"65",55.7879008535876,53.6327319616581,57.7486877404959,83.678714693039,85.4150443066473,72.0585945967871,41.7731715059819
"66",22.9176670196258,26.5685284204982,26.1905158941133,50.6206512920048,48.1405634628597,30.0407631001765,17.8692010867828
"67",33.4870786947714,33.7060491576099,34.3364822218975,54.467176641966,59.543073993405,54.383115069051,23.672271580232
"68",34.0478332230927,50.2771782056344,41.2715877258268,61.1023132391298,70.2947466081938,58.1958644849254,28.267513961994
"69",24.302293748885,28.9684981773502,26.4175426498167,48.8543014401508,47.9126664407896,39.2142328826883,19.4291777471467
"70",15.273512355363,18.1127141906679,18.6613781961047,25.3206306065354,27.9506516116851,24.1464050759005,13.0610848058872
"71",24.7566163103522,30.4759632729578,30.8124579061153,42.2979110731952,49.8481272876054,35.8601437647853,21.8487677098526
"72",24.3189544363906,27.2933036431879,28.3995288804277,43.6936088850915,53.089919475743,32.1739386743932,18.517678129645
"73",21.2421792427859,25.0581054393286,24.8372426560358,40.7937312245606,40.0133328857476,28.184332116435,15.7877818966333
"74",48.7947153445331,53.8840895522519,53.2642783664756,70.6347859878617,86.376570524498,59.1449399551624,38.1207529710964
"75",18.0080350462712,21.0063081463819,20.9023868531761,29.6140381963131,32.4167152455535,28.4951128993762,15.1334842970214
