unique_id,unitroot_pp,unitroot_kpss,stability,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,seasonal_strength,peak,trough,x_pacf5,diff1x_pacf5,diff2x_pacf5,seas_pacf,nonlinearity,lumpiness,hurst,alpha,beta,flat_spots,entropy,crossing_points,arch_lm,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,seas_acf1
0.0,-44.113477739950845,0.384713763809497,4.177083333333333,1,4,0.4890433226253831,0.028719716438530496,7.3434700373975605,-4.8190917747402775,-0.43909397556611496,0.5566053980439233,0.16008173309453888,2,4,0.0688144506214565,0.4006604162299563,0.8526912766841915,-0.12732032300848448,0.6243119743643073,127.67637108262112,0.7121238884084481,1.4901161193847656e-08,5.5401626072869715e-09,3,0.8654036685125305,24,0.2735318054103091,0.16955473371634142,0.1577454050335766,-0.4195205479452055,0.3701928715518859,-0.6108019003853189,0.6236973766003305,-0.13029058994099812
1.0,-40.759741513785976,0.6839783459435772,18.98076923076923,1,4,0.5677512144240751,0.3245789748593493,-24.061303682106356,-13.78882507028291,-0.40030843468790595,0.6058349716553605,0.18280686264800927,4,3,0.12919823193005378,0.36237123058098514,0.7742147488797664,-0.015804797200200008,0.06449047753363162,2370.0493233618226,0.6690742216517266,1.4901162032093083e-08,1.3525293182963353e-08,4,0.8546503016816134,25,0.25028034563936963,0.23333630700150168,0.2029944015724921,-0.3741954284772324,0.3881838965005685,-0.6191267574738001,0.8309406339700516,-0.004096227901928427
2.0,-46.454553180911724,0.825814487162565,28.765224358974354,1,4,0.4865903217462546,1.183651080597339,28.429678496304643,4.0411598464769725,-0.46017264003743585,0.6538629785863969,0.21646426083964942,2,2,0.03619335488639551,0.517692852047359,0.9430022064148944,0.06899001468715714,0.03866512599749507,4382.4370548433035,0.7932787272559625,1.4901849594817877e-08,1.4901847371934077e-08,3,0.8388055792117467,25,0.1276464442816505,0.13874298913277186,0.1451422679047712,-0.4576400067540364,0.40515989702804833,-0.6293794953711531,0.6858337350394303,0.08499351897925458
3.0,-45.052072483203354,0.17556195376597492,1.9775641025641029,1,4,0.4698680731727084,0.010307302714765633,2.6674299569298503,1.3298288543759909,-0.42429504719957334,0.6542041457775504,0.10769651987491835,4,2,0.11442867131422504,0.31602042079931786,0.7003302984354329,-0.11357034510989795,0.16195091496501932,37.55947293447294,0.6848306519374532,1.4901161193847656e-08,3.5329348643938155e-11,3,0.8330327661319744,18,0.09925624831493607,0.15908631156815542,0.22608628734105177,-0.36783195469875124,0.4032833169285026,-0.5290103423462302,0.5802115943961046,-0.07375618821510427
4.0,-61.95187759006115,0.10225058916514393,2.3245192307692313,1,4,0.3340769650107509,0.024446809305612067,-2.3890770211523935,0.5449151727418595,-0.6452793157540339,0.6987394333927496,0.09478753875478019,4,2,0.06018851302840264,0.5077691322946669,1.0242871504020703,-0.15995005093992806,0.058798210253991755,66.86298076923076,0.5855600051412113,1.4901161193847656e-08,1.3452176819037265e-10,3,0.8475417861730431,22,0.2694716924410475,-0.09587544605325192,0.13136233370374337,-0.6154531944753595,0.5744284004610908,-0.7557527445011765,0.8976445689092486,-0.12686314550783293
5.0,-37.32746632988074,0.8270942786470735,6.953525641025641,1,4,0.6026021465570881,0.03267351735135725,14.356608990567562,1.3659695012362159,-0.46151140576378463,0.8552439814948746,0.10269338628046687,4,1,0.26307902504672115,0.4500397821229881,0.7926219488195269,-0.07259890207702094,0.43844586867692664,72.03294159544161,,2.3297621496422303e-08,9.108129255432188e-10,4,0.8102818515158667,15,0.2463945465106535,0.32281314717384707,0.47267958265822346,-0.45844250201198233,0.4805085357813025,-0.5898524557829038,0.5959262174514127,0.12837482043403983
6.0,-31.85480586980424,0.3858280091427773,5.108173076923077,1,4,0.6709436900016277,0.0059874895429235,-6.741974317332399,0.9493617896246603,-0.36853648367649544,0.333194488079604,0.19221626378116596,3,2,0.18691802243777003,0.25479538625951553,0.6812835575788648,-0.09148401509371913,0.33429064315728435,16.346777065527064,0.8794852522533052,1.4901161193847656e-08,0.0,6,0.8521813870472714,17,0.5881799856264385,0.4123852308707543,0.23869167547224135,-0.3221852566457116,0.16043165156760528,-0.5880114092165076,0.4174550450737033,-0.06178338695042481
7.0,-58.253094379657874,0.43012177982006694,5.2972756410256405,1,4,0.40536891776123507,0.147278406319105,-10.45087635618576,0.3547392420297273,-0.5488921734963946,0.4666734734694751,0.23456390920248327,2,3,0.010414644067313617,0.486244353953575,0.8701267076917809,-0.009618261626574934,0.15861000413686696,300.23085826210826,0.7419318228431837,1.490120483405577e-08,1.2115933373811946e-08,2,0.8470637115002274,29,0.16954872416383482,-0.05955377856755024,0.11484405983921905,-0.548491259935212,0.41285503487954484,-0.6952524419925898,0.6484634446883906,-0.0009872155585171833
8.0,-54.03737227058801,0.6849171489613881,3.001602564102564,1,4,0.40931257076333694,0.016807393346775702,-9.255698850179549,1.5222886475798698,-0.44280130360418546,0.3251643885257427,0.261680694279679,1,2,0.03143719035107371,0.3334486151879159,0.6052524605653375,0.13772364451037053,0.25091264524207946,144.7400284900285,0.644375009259493,1.4901161193847656e-08,1.4899278429450208e-09,3,0.8993059935184153,27,0.12125802004883335,-0.013176379122549771,0.07242197446613642,-0.44935485579375456,0.3006719795927852,-0.6423259889414473,0.6521519795659707,0.13891871711678422
9.0,-30.58838967943959,0.288744203971759,13.439102564102564,1,4,0.6338791410018036,0.04972878100818437,-8.805266103020399,6.948289670400081,-0.2937938101174304,0.6512980908823622,0.3167762797439385,1,4,0.22473039213356844,0.33190011914677636,0.7765509839354137,-0.025644225376151984,0.15491686561720577,856.9439102564105,0.7713618207340739,3.1351085978421984e-07,1.8239606234532959e-09,2,0.8384184210462688,19,0.21929126203624894,0.39477650161122574,0.22357019961685773,-0.22514195146069987,0.3098245644306974,-0.4447592067988669,0.48857937833625215,0.1410939733266281
10.0,-44.504142194042394,0.49372522377558886,8.598557692307692,1,4,0.5722665259877484,0.02010073515894543,-10.660923424153069,-6.898220907179542,-0.5686391950203115,0.5700450879772767,0.3118153835389186,1,2,0.08136281555937323,0.3530556743594262,0.8271470513147703,0.04330897445555709,0.7025432378150286,88.67174145299145,0.7009797104141477,1.4901161193847656e-08,1.2897899293362407e-08,2,0.8436042816031275,19,0.3743518293129582,0.22316672830361572,0.1767606557709994,-0.47234208293611346,0.36172506189326165,-0.6611322573770202,0.5995736250296176,0.10218266056425244
11.0,-45.030885470578546,0.24692650018051007,4.5985576923076925,1,4,0.4432454671438433,0.014216149207897214,1.2011762431322586,-10.625359917365222,-0.4239303355739809,0.5740823924058194,0.244279217260005,3,4,0.18824171195908881,0.5786888956204901,0.9948490799060626,0.2625207372926668,0.174825476957869,40.92316595441596,0.8030869058723856,0.1310801627627872,0.1310801627627872,4,0.8131386714061589,22,0.28147739428700935,0.13650177410256492,0.22007690730435497,-0.3923391304046395,0.4918880471552164,-0.5458347860470893,0.5635601508075884,0.3095462851402176
