unique_id,unitroot_pp,unitroot_kpss,stability,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,seasonal_strength,peak,trough,x_pacf5,diff1x_pacf5,diff2x_pacf5,seas_pacf,nonlinearity,lumpiness,hurst,alpha,beta,flat_spots,entropy,crossing_points,arch_lm,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,seas_acf1
0.0,-29.597650989950715,0.11982724558418922,16.221117424242422,1,4,0.574479264668545,0.40521510425411533,2.7074563502748954,-16.27808353378606,-0.15703241120413852,0.4949480171585463,0.2646203625354655,2,4,0.1951371344005292,0.43025833918482914,0.8543313423839096,0.008287710167648168,0.22866984670030924,2055.6592487373737,0.5165260619433176,1.4901161193847656e-08,2.3869260728628434e-09,3,0.8894050846991713,20,0.34043150014918866,0.2525863921365865,0.22323212207260915,-0.14272576602977902,0.2786121169947701,-0.3777955013548014,0.3226801467331691,0.0294950950101468
1.0,-50.21221056098292,0.6381311425089309,14.87310606060606,1,4,0.4933888838670589,0.15571555638318146,18.708017858925665,-5.266116822509719,-0.5483957347515688,0.6700441240643619,0.2653969634320722,2,3,0.056261716856665124,0.3903440461016341,0.8066516894391174,-0.02776349968093965,0.08426092043057479,429.6601430976432,0.7582799890616978,1.4901161193847656e-08,1.4901161193847656e-08,4,0.8843233935187137,20,0.37890614200598527,0.052790157840977806,0.1120330992105689,-0.5385581468561651,0.46957608285453617,-0.7253394853322006,0.8289033017330514,0.011744410888650378
2.0,-55.18223351501417,0.29533338255538866,1.1477272727272727,1,4,0.4283389861652913,0.004802677359719284,-4.360720468769237,2.9427901803928505,-0.5296490314249447,0.8024451336689796,0.19214110047978072,4,1,0.04855749191279183,0.4682903344617675,0.9098495950340958,-0.12615364853240424,1.8162285313060411,20.316708754208754,0.6065750409528281,1.4901161193847656e-08,8.2490983851236e-09,3,0.8801890904400365,31,0.3376773966907878,-0.06283599946271323,0.13187338128987297,-0.5386498563676988,0.4694657166705263,-0.6929783805529925,0.6680011083259347,-0.13058567381070638
3.0,-46.87054714279587,0.5117753540793032,4.137784090909091,1,4,0.49662713101129285,0.018082825619410867,-6.111842211371384,9.20834928008315,-0.4580776551671087,0.66259926769861,0.22448793037855652,1,4,0.09178741483214116,0.5464657267578492,0.7471083821164097,0.023653820401301883,0.526150499733995,49.107901936026934,0.8891826514193107,0.1419759891657113,0.14197598916570528,3,0.7770417659316922,19,0.1394752595167975,0.16168302626532383,0.3559451976526144,-0.4903763538609387,0.5012658572452194,-0.6491086538429202,0.7515796969469831,0.10555847550321747
4.0,-35.474493867054925,0.3475155957359913,2.687026515151515,1,4,0.6093991576499774,0.010878232199588968,-6.712312206940984,-0.9829426348085706,-0.40968296024733303,0.3144852921214394,0.20180545284009443,2,1,0.12211217415901142,0.31577111464400004,0.7420383704011426,-0.04619360928422885,0.09680748245040552,69.45638678451178,0.5776564008611998,1.4901161193847656e-08,1.4565159844866968e-10,3,0.88106516544329,21,0.3723142546045578,0.2912767835647219,0.13705590872943374,-0.3951862087116725,0.2335440091654311,-0.655938065350557,0.5847881198075378,-0.10910841826498671
5.0,-37.007407630699916,0.8962601091109652,30.08096590909091,1,4,0.6079963813649717,0.35632527912412565,-29.894314840263043,13.23431365283163,-0.5625251252276686,0.6474810986613111,0.13655869917450103,1,4,0.18820981730857597,0.5064476184638892,1.0129671941621714,0.14114569502861862,0.7170119211783549,1492.3339120370367,0.816875749464069,0.134550525439153,0.134550525439153,2,0.8522958289159309,19,0.6629178338901688,0.26701982071267094,0.41160866115446015,-0.6024190125901825,0.535070563564161,-0.7565349851645989,0.8658481574473793,0.27429053666968534
6.0,-57.96855880119084,0.4209288437455867,5.232481060606061,1,4,0.34292050599137525,0.05321613706922831,-7.073347360748546,1.8723102014819801,-0.5746469548847233,0.5288927980204935,0.350475900027334,2,2,0.03525043000470794,0.5495464013393477,0.855528523397757,0.1222015099569375,0.14094737158661388,306.7808817340067,0.6002593931844954,1.4901162122998515e-08,9.875225550220247e-09,3,0.8804835649488681,24,0.18365725806159094,-0.08646776829919012,0.05975058919885745,-0.5391064698651984,0.33556002114925754,-0.6645302204063669,0.5076471440314139,0.1025874180192228
7.0,-21.902606197000477,0.6132129471485305,31.95975378787879,1,4,0.7543314867762702,0.09074667484785484,-24.591157372520534,-1.881104453455558,-0.2464304427090663,0.43892851966865554,0.37275695618798343,2,4,0.35403200791445566,0.1814928860220596,0.519298990003458,-0.13356377021352522,1.459345856135704,490.6655618686868,0.6699628968272487,1.4901465228654875e-08,2.712349945376209e-12,3,0.7885461454102747,17,0.44165172740351766,0.5203976524236731,0.4333099740099492,-0.12580850858265433,0.20302214366818486,-0.34420907150488445,0.29971984690036824,0.04031039405501924
8.0,-39.59779127304148,0.16921180510771003,11.853693181818182,1,4,0.5880461340081709,0.03283996946419662,6.96617241294188,-8.268081995828116,-0.4679355102408334,0.5285879294853032,0.30202634731197586,3,3,0.07316158123370925,0.367371532895743,0.6754743710876612,0.02826333905913479,0.13960157921269972,88.67608375420876,0.7544428238528101,0.23737818974731612,4.691756182737039e-14,3,0.864635971533672,22,0.5202473387384855,0.20412504624491304,0.2660496366857286,-0.4929039301310043,0.3270261460498464,-0.6624728356003209,0.5524459354680037,0.07399186089530152
9.0,-23.710417880095864,0.29661077769619937,17.380208333333336,1,4,0.7080046188345371,0.12271029907233202,-8.461019598146887,27.68040108041874,-0.3568563668132687,0.8482855844707734,0.20342010426125312,3,1,0.22878261573512537,0.2129489275109773,0.7233856703992461,-0.06732637210871495,0.7226690998503138,460.6887100168351,0.7982212831155908,0.3366613570013575,0.07912137029732141,3,0.8324831651106457,22,0.6246592445513233,0.3978211601378674,0.23166351244724492,-0.22459650652690402,0.29155524055910775,-0.45480150247621687,0.4759403801496762,0.0938395447425623
