"","V1"
"1",10.6454701217017
"2",17.1351872116199
"3",23.9576152938858
"4",5.39540043998249
"5",5.40633712753656
"6",6.35308971367364
"7",4.83337753512968
"8",15.2684722555766
"9",8.34139485916499
"10",20.829908243105
"11",13.444790838169
"12",15.457816364719
"13",9.13053267517384
"14",13.9995967746266
"15",15.0372193592799
"16",17.1393725450536
"17",13.9000854765697
"18",16.4472768203805
"19",12.7639771884869
"20",3.83533016301552
"21",7.13114037030153
"22",7.07907198681744
"23",3.51124857055109
"24",55.0035991809659
"25",11.4564286541538
"26",13.246138478702
"27",7.00398592378096
"28",5.50667860558623
"29",23.0989025247345
"30",33.1783741678632
"31",55.9389884604205
"32",46.6986346096707
"33",24.7874193641903
"34",59.5484270093206
"35",42.0894248140266
"36",44.1498691019192
"37",14.7569125133007
"38",30.0895965538452
"39",33.8098972601091
"40",34.8593522555671
"41",31.2109928781106
"42",16.7106615927728
"43",19.8617244261898
"44",25.9293193157185
"45",14.7063517676958
"46",22.0866130740916
"47",70.5643283471675
"48",27.4896845739467
"49",47.9207155776915
"50",28.8371257942787
"51",25.1365983675451
"52",54.7543289638192
"53",21.3180997564817
"54",25.8154740109498
"55",27.7491252864843
"56",20.3660335531445
"57",35.0713524317386
"58",24.3060839728989
"59",22.9568800906292
"60",23.9736509702085
"61",14.7794210735521
"62",46.4177014749755
"63",13.698982505236
"64",23.8578491308282
"65",26.6118945922454
"66",16.2488654444738
"67",8.52269993906374
"68",29.3136856258391
"69",28.7076464017873
"70",3.42467983734174
"71",20.1043953738232
"72",62.0345855310125
"73",25.5559269006877
"74",70.7152558395674
"75",35.5470254589643
"76",63.4020725897718
"77",48.6616137476877
"78",33.9185038389291
"79",58.5369152607142
"80",31.6313144747698
"81",30.8660016860467
"82",31.5433270549184
"83",3.52067355424003
"84",21.4537356504798
"85",22.7777621001487
"86",26.2042606200786
"87",20.4080960844319
"88",26.6879856445544
"89",10.5035104173214
"90",5.21813594040472
"91",2.5100360502122
"92",4.36645592590264
"93",5.19755921321344
"94",11.2474279850078
"95",9.98058517960028
"96",5.04855871267485
"97",27.8223989749484
"98",28.7565931109287
"99",28.423767009477
"100",9.99022674810552
"101",5.00574628561465
"102",21.8333919135505
"103",7.33050117495846
"104",7.47815488469026
"105",3.99898519911145
"106",8.36039473158771
"107",12.0671305954258
"108",4.68642542777601
"109",15.0865424843524
"110",21.1005013205583
"111",4.24505034640035
"112",5.31153768957521
"113",18.1339779741212
"114",5.18450765413589
"115",3.3361701582213
"116",17.5567810582765
"117",42.1316619285643
"118",37.4087826138713
"119",38.0231989103307
"120",45.3766726750878
"121",36.8322548505231
"122",32.9616009398382
"123",8.62545892850804
"124",5.88682227362396
"125",11.2898014249107
"126",8.86959128404054
"127",17.9238696779276
"128",22.0388753885286
"129",3.05383515275101
"130",8.50754772567143
"131",7.96562731916852
"132",20.9495544604774
"133",18.2969060868505
"134",15.5500409021228
"135",16.6875908588952
"136",14.2726172129681
"137",6.7817908519663
"138",6.7598178629085
"139",5.47283059558839
"140",22.8961540145622
"141",20.1609423124121
"142",15.2639191545493
"143",7.03955680716775
"144",9.87184673530074
"145",5.38147659411785
"146",5.9384950126998
"147",4.44933091292538
"148",8.76399606384628
"149",4.35972210928239
"150",6.56162028581556
"151",8.95698049934982
"152",8.33546271249432
"153",7.28543255086596
"154",5.9807631337308
"155",10.7341669056797
"156",5.48789559874531
"157",5.80754078885719
"158",21.1466013273418
"159",23.4361512506896
"160",23.8406514753761
"161",20.1203618404973
"162",21.3755854449246
"163",3.07710183039094
"164",3.04576102243355
"165",11.5884837127641
"166",6.99224085285506
"167",5.75827522705992
"168",5.88323320185883
"169",4.24308324963713
"170",35.3791192570546
"171",6.15536555735418
"172",11.9253838810295
"173",39.1674013680479
"174",16.105204329724
"175",10.2077991236947
"176",5.14641325633123
"177",9.5055605902994
"178",10.6876387937026
"179",4.09479243056127
"180",11.8767270723205
"181",19.2953766638087
"182",8.65735722985909
"183",8.15788706718471
"184",5.85503068120513
"185",9.82515092792095
"186",2.4619282926858
"187",3.69060454654024
"188",4.97947227636965
"189",4.28188636968735
"190",4.39000201582533
"191",6.33176446905756
"192",36.9773646596477
"193",6.46824000170677
"194",8.48497077162043
"195",17.1048541247669
"196",12.540833042524
"197",16.6205196169396
"198",7.81207333083835
"199",9.80558987259722
"200",5.13317376278732
"201",4.92161342451343
"202",9.01263345542421
"203",10.2769295968475
"204",6.80700536602011
