"","V1","V2","V3","V4"
"1",18.1638698831276,18.1638698831276,18.1638698831276,18.1638698831276
"2",4.19189303430423,5.22153543852881,10.4393474791801,7.46356022680524
"3",7.83701042043168,8.06969909195025,8.07153626204077,7.99972954081721
"4",33.049492144119,30.973146844775,30.1968647325637,31.7029690374074
"5",14.4770746492239,14.4770746492239,14.4770746492239,21.4143928353873
"6",28.3491227847483,28.3491227847483,28.3491227847483,37.7715917048423
"7",12.884124394987,12.884124394987,12.884124394987,12.884124394987
"8",9.68259717062649,9.68259717062649,9.68259717062649,9.68259717062649
"9",27.2067761580047,27.2067761580047,27.2067761580047,27.2067761580047
"10",22.0650702883279,22.0650702883279,22.0650702883279,22.0650702883279
"11",6.22491041152784,5.94929472671753,6.16128955537315,6.3103932736289
"12",8.47379261625919,7.38356966580314,7.38356966580315,23.641058303491
"13",5.76861845622122,5.76861845622122,5.76861845622122,5.76861845622122
"14",7.92057610282523,9.33205521797389,8.91186428239607,9.02886829819385
"15",3.13683780555432,3.13683780555432,3.13683780555432,3.13683780555432
"16",6.02697332503386,6.02697332503386,6.02697332503386,6.02697332503386
"17",13.5590789171248,12.8937381129357,14.3811770017943,3.11147897162953
"18",20.1488618534359,43.2227655025988,17.4322650584989,7.50740657519606
"19",6.16498144008868,6.16498144008868,6.16498144008868,6.16498144008868
"20",33.9875124346266,41.5152255284102,23.1774352248399,8.68185913248648
"21",24.6737478167247,36.5556768530943,15.680476424869,8.09897110573989
"22",20.4578069722382,46.7210791923997,19.7680661959174,9.81824907022444
"23",30.4294566898753,26.5963524027874,26.5963524027874,26.5963524027874
"24",33.6715345589697,30.5333967994167,29.0874390544532,28.3967378830457
"25",33.3230686252371,33.3230686252371,33.3230686252371,33.3230686252371
"26",26.205817539987,26.205817539987,26.205817539987,26.205817539987
"27",30.7237215303569,30.7237215303569,30.7237215303569,30.7237215303569
"28",25.2551316480578,25.2551316480578,25.2551316480578,25.2551316480578
"29",17.33932182367,17.33932182367,17.33932182367,17.33932182367
"30",8.87836315320356,8.87836315320356,16.5888559553398,21
"31",6.47539830792471,6.47539830792471,13.8482513513333,14
"32",62.5444730444413,67.1194536000035,67.1194536000035,67.1194536000035
"33",27.2118269714862,27.2118269714862,27.2118269714862,27.2118269714862
"34",38.2376288598739,38.2376288598739,38.2376288598739,38.2376288598739
"35",73.2426656880381,73.2426656880381,73.2426656880381,73.2426656880381
"36",49.7113620521088,49.7113620521088,49.7113620521088,49.7113620521088
"37",27.6667202897575,27.6667202897575,27.6667202897575,27.6667202897575
"38",70.3686791688914,66.982687802031,77.248758234859,68.5789301635909
"39",51.6039438399033,51.6039438399033,51.6039438399033,51.6039438399033
"40",61.8996008536979,58.5567368914901,57.3759044415664,56.9487724620602
"41",40.5407381123329,40.5407381123329,40.5407381123329,40.5407381123329
"42",18.9200423544057,18.9200423544057,18.9200423544057,18.9200423544057
"43",10.5412811839109,15.0569484401622,19.6428607802565,13.4271868934771
"44",26.7248723703748,26.7248723703748,26.7248723703748,26.7248723703748
"45",34.2439653443162,34.2439653443162,34.2439653443162,34.2439653443162
"46",12.931261829897,31.8116365362004,22.5201435757467,19.0989626806397
"47",21.0207816944435,33.5800372840342,37.248439054737,22.9616544632079
"48",25.9749920053591,43.1625363952564,40.4599971066776,33.3170265896578
"49",13.0525529854529,32.7577809892943,25.0403460607003,16.5931464610094
"50",39.8624449901843,94.755658050439,103.05646215428,55.8575529698621
"51",24.4501316769602,54.0953413402385,57.1645104475678,32.9131626537507
"52",39.4373598196437,65.2364305600766,68.821700711294,51.2562895479812
"53",34.9670316756394,56.0991225878682,62.2902272852822,41.2116197437993
"54",23.7092190217519,60.091325714556,44.5409806497016,30.8424261591577
"55",35.2598948772894,64.0649463691668,52.5127641305002,41.8028832872269
"56",11.6232668200691,19.1283065534574,24.3244101681328,18.3808519194555
"57",29.1783876728625,55.5910341094802,57.3179720305597,38.7036767421181
"58",35.4046908095114,56.9351688936408,66.1652626097624,43.8931824036613
"59",15.777293068854,34.2081291478077,45.9314883775078,28.5682339718404
"60",12.6328519670983,27.8948539304077,36.2504011238249,19.2856817747289
"61",18.6895183792053,41.2775049512918,42.8773274686687,30.971222602778
"62",28.3980509618241,41.9167297672215,60.5872487002951,29.9547376596824
"63",14.7622698288367,37.5018900530087,38.0962180380857,18.1744917562755
"64",39.0923954047812,73.7871618946572,70.9194710062754,47.9891147371091
"65",9.75770446732163,18.4083305299685,30.0744128751437,15.9161378908048
"66",18.2004781748258,55.2186106158231,47.2203013212986,25.529937322693
"67",31.2201565486625,80.5248300038567,65.9662304337557,53.1561012136477
"68",20.788066361829,75.6805985656461,60.6424122141403,36.1091604811336
"69",10.706284499158,9.76947704417296,9.76947704417296,9.76947704417296
"70",19.6428811322628,48.0972527558092,48.2810434204596,26.7426791474273
"71",45.3086257777863,86.6462179062885,86.6438618000799,66.409225133459
"72",22.4056497850258,75.3017180227625,69.7649331752482,40.098293909969
"73",46.8337329363742,96.0201792052171,83.0969888319185,59.8805301374084
"74",48.9411147106642,93.6304563448424,88.0754078394658,70.5991255230386
"75",34.5873663585844,93.4133424098748,63.2538952587978,65.9610740104305
"76",33.0343404595037,85.0397219288951,65.1576265688358,50.4408042163863
"77",30.8615521561414,66.724631263995,64.4512865461936,53.8582174236819
"78",14.498390716363,40.6360363113437,39.6357274691215,30.2942833767075
"79",28.1278309086947,57.8424964623605,61.8015965293142,33.9719636036514
"80",19.1686193894915,54.4155611938602,57.7666818670205,33.8763459224477
"81",12.5903885416352,15.7653317947892,10.0786637092165,15.5682406782397
"82",6.63011995970019,5.94420984841863,5.94420984841863,5.94420984841863
"83",4.16622474917963,4.44967766738503,4.51617370407695,4.51617370407695
"84",10.9745698521969,10.9745698521969,10.9745698521969,10.9745698521969
"85",5.6908247908886,5.6908247908886,5.6908247908886,5.6908247908886
"86",4.93872272309839,5.79480724551703,7.37793836533344,7.37793836533344
"87",15.7742594256758,11.2427954211039,11.2427954211039,11.2427954211039
"88",15.955039223617,12.5768730352869,12.1095951224544,20.1755389150485
"89",7.81258663405774,3.9502741441614,5.24016159514877,7.03273889979028
"90",20.2354027079913,20.2354027079913,20.2354027079913,29.1218116498555
"91",23.1788390222805,23.1788390222805,23.1788390222805,29.2180112941511
"92",19.1823529688017,19.1823529688017,19.1823529688017,25.239677225061
"93",5.43290003664974,5.58247644720279,5.58247644720279,5.58247644720279
"94",32.3620711193751,32.3620711193751,50.5938060624559,63.0802884776609
"95",15.4735466777263,10.899800131835,8.35340659750559,8.35340659750559
"96",7.60097393080905,7.60097393080905,7.60097393080905,7.60097393080905
"97",6.45606386846589,6.8812567774775,8.57407407393058,13.5606539846977
"98",3.83219354675291,3.83219354675291,3.83219354675291,3.83219354675291
"99",7.53971711455257,8.98480698236055,12.5874064286566,4.54053565123197
"100",67.5590042205697,48.3531195588987,37.5027217101615,38.8517415977958
"101",5.84123499417741,7.37555158031066,8.0395636539454,8.3033722719805
"102",16.1606850704368,34.467746539174,33.3295974345328,21.8011264217972
"103",5.5056411483234,5.5056411483234,5.5056411483234,5.5056411483234
"104",42.5983375890638,34.6216606557755,27.885780032103,27.0557539948684
"105",109.255032031214,46.8520836139736,31.2973872115272,41.1004143237144
"106",69.249652098443,50.9105046875684,41.8088949254852,32.9841865131192
"107",66.9357521543329,44.4160787635082,35.2303407657997,32.2947137958662
"108",60.0527798376371,54.901363754812,22.7899494175634,18.1438090463984
"109",44.8344727140592,44.8344727140592,44.8344727140592,44.8344727140592
"110",31.0534283570549,35.8273485044466,38.3642307982566,39.6428024556667
"111",42.5024129051536,42.5024129051536,42.5024129051536,42.5024129051536
"112",44.2189726049472,44.2189726049472,44.2189726049472,44.2189726049472
"113",1.86268889858303,4.58160352176554,7.54442160495056,8.05538503871599
"114",4.22648574431452,5.76593796971976,3.80842505659686,10.9896178169841
"115",3.1621655553257,7.16586052916233,8.95953853915743,4.38791478690243
"116",7.07581256866787,19.1396594595049,19.0482764276361,11.7241163067021
"117",7.04920429825005,16.4460561484236,37.0250214153683,24.1996568120785
"118",6.50880755293631,14.3291163069634,17.1120110841559,11.0879741215417
"119",11.7986936623239,11.1562170341635,10.9547367605546,10.890074329805
"120",19.1014770223371,8.1208998884859,10.7152808023231,21.1159125623458
"121",31.9938501502137,33.2570235331817,39.4834301131271,40.1510925476542
"122",15.9916016976904,15.9916016976904,13.1337230520891,19.7787756041006
"123",27.6874730222558,27.6874730222558,28.4184945101824,34.1535493705671
"124",39.4457079898306,39.4457079898306,40.9538888425221,43.0855416860388
"125",14.3172229560103,14.3172229560103,12.6178276935506,19.8802945717157
"126",24.3436434268647,24.3436434268647,28.2430044643624,25.9302986525073
"127",19.3302608927441,19.3302608927441,21.0832168161961,22.6066064154204
"128",38.2346260009615,38.2346260009615,38.2346260009615,38.2346260009615
"129",16.5993007483869,16.5993007483869,15.759008740747,16.5713459601225
"130",11.1513532007478,11.1513532007478,11.1513532007478,11.1513532007478
"131",16.6663054455199,16.6663054455199,16.6663054455199,16.6663054455199
"132",12.7275329338329,12.7275329338329,14.074492425892,15.5107604521663
"133",21.7052818034732,21.7052818034732,21.7052818034732,21.7052818034732
"134",27.729286561103,27.729286561103,31.3347696820352,30.7199059032513
"135",35.7829979170941,35.7829979170941,35.7829979170941,35.7829979170941
"136",31.3554463417436,26.5635602126944,24.7306325388685,23.9816277613706
"137",21.8164925749272,21.8164925749272,22.0562195718186,27.5157275323511
"138",19.0431026227946,19.0431026227946,21.106227910164,18.5471003484515
"139",104.016402053721,100.213043802941,98.7077612541385,98.1659885984206
"140",101.380166387459,105.63093675498,93.4933521955123,93.4933521955123
"141",156.207973211856,138.956167193758,143.377010715863,143.377010715863
"142",154.706535527098,144.173460938904,142.464754727904,134.859595980523
"143",113.655273398498,110.236105216018,93.2845369877389,93.2845369877389
"144",62.9128176980392,59.0164866683845,57.0562453656863,56.0473354791039
"145",27.6796444107577,28.5111664165058,24.1021775660342,24.1021775660342
"146",80.2562681055166,81.8680718204088,81.8680718204088,81.8680718204088
"147",151.05378397265,139.087969353965,119.89074781694,119.89074781694
"148",135.907022246208,146.155237511288,134.636743001757,129.034243843687
"149",90.5114462589669,90.5114462589669,90.5114462589669,90.5114462589669
"150",49.5848114763203,49.5848114763203,49.5848114763203,49.5848114763203
"151",56.8779364792074,67.0992967206303,65.5492502663286,56.201481598056
"152",22.9584854463931,24.1172230566984,18.3073322970585,18.3073322970585
"153",13.0401247301971,111.125767341404,16.4459105930983,121.844436377405
"154",21.4456341163911,176.752049833711,11.991055740481,137.368684684101
