"","V1","V2","V3","V4"
"1",23.8249705704531,23.316771615456,23.3848374961038,24.4252426111724
"2",17.0005839001235,16.9544483077909,16.8462907270056,17.1922417467862
"3",7.01450595924741,6.88520236372616,7.71626912373062,7.87544646949517
"4",3.58999357653675,8.88645799732631,7.89752387708168,6.68389790119616
"5",27.0260300672913,27.5698282780049,27.085226308814,27.447722288319
"6",13.774453558025,14.2491653651217,13.8694374988979,13.9401242987557
"7",28.5239205333484,28.933448586293,28.5735159723404,28.9212077289595
"8",14.0799213924771,12.8132914844528,12.6581910143144,12.8387783687252
"9",11.0391513091763,9.75107932305422,9.48849744460002,9.82489402226209
"10",5.51416445324629,5.25010560119923,19.9168052648883,20.5189302916503
"11",7.17524520542766,6.85301054677385,6.62893218045364,6.72614284394162
"12",11.6383535248355,12.0723749041089,11.9272493599241,11.8290938970087
"13",3.87564570110848,4.66208870273922,4.96909382106071,5.97349523215522
"14",5.37899245485638,4.32229816409496,4.25738799821658,4.71450301641237
"15",9.23772534089227,9.57177900273626,6.72271130941748,9.16017948735863
"16",7.41165944032117,10.0559544648508,8.18594435608289,5.7646074154144
"17",8.8832938409296,9.10605472726945,6.67780658308569,5.45659269141603
"18",5.72741818627638,5.53339309762585,5.45067646803457,5.4963455134324
"19",4.80686325632293,4.68910690266819,4.62382398528837,7.14507691999491
"20",3.96664687349246,6.07767895611,6.22443797475978,5.04822004508213
"21",5.7164757258773,5.6915408138892,5.41269366921781,8.62655832224314
"22",5.53005863539189,6.54310819533567,6.5671292454102,6.31669032250941
"23",5.683753874674,5.53127060429745,5.31885386946456,9.10597234456018
"24",8.324945523625,8.36650671749909,8.12161598188293,13.7433948514318
"25",9.80116059710668,9.48351718714484,9.13421611785705,14.7573860034175
"26",31.4899806521922,30.5474407675856,38.07966912596,33.121359350187
"27",36.7364267139782,36.6088704705328,44.2853333167171,37.4238283364754
"28",37.186433841004,37.5631280543306,44.2949128861057,38.4298789400661
"29",10.8518039148189,10.3270736032248,12.2420008121105,11.0037712201705
"30",38.736827219133,38.6733989197124,46.1650664596746,37.6918041929812
"31",25.6410925360004,26.3949670486202,31.1380997435413,26.1317130645139
"32",20.4342417158029,20.7043775924708,20.7246720244347,21.1102621176744
"33",5.98862939906939,5.83806575089518,5.74253857261335,5.81404096148818
"34",10.3039720101237,10.8195133906719,10.3262632540038,10.6584803660218
"35",6.06218807736058,6.90341678097258,6.99344552359997,6.99070979704742
"36",56.803456823811,58.4637253982676,58.0448619492172,58.9165007945746
